N,r,M,a0,a1,b0,b1,a0_cf,a1_cf,b0_cf,b1_cf,ll,ll_cf,iters,iters_cf
500,89,93,0.00011553606281226122,0.022945477449770966,0.8831629192611601,0.9491845505519283,0.00011376089180866329,0.02417400820768313,0.8775698614250266,0.954331316009152,-679.5227143954902,-679.5428975394419,20,12
500,90,22,0.011336350904264885,0.013736358251946712,0.7799719132288805,0.6094067930506821,0.011293226190270197,0.013924020881530288,0.779590588110711,0.6135787244522597,-777.8267884614384,-777.8290180535918,12,12
500,91,94,0.00021552112316116807,0.04535552819317977,0.7941853334629474,0.955790439199207,0.00022686067793411966,0.0453481437527792,0.7944117682325468,0.9557772885969992,-696.1295131933592,-696.1306853099661,31,31
500,92,34,0.0001547945509016313,0.03957952356528497,0.727645658124826,0.6596305253445157,0.00015817042351860415,0.039602084716108536,0.7276031164591864,0.6598224481898559,-792.5851496050032,-792.5857026607463,11,11
500,93,19,0.006006219364755521,0.005792011345087833,0.709474484566846,0.9676593903792825,0.00597842277125753,0.006887691061994923,0.7028386664906584,0.9828096279054567,-771.8952780371234,-771.9087683921482,13,10
500,94,56,0.01118370203443348,0.035239624594758066,0.5223148741848959,0.8555291547540055,0.011104704019156312,0.03607636869057025,0.5196066302117646,0.8593102070648759,-789.4249366374752,-789.4248360812148,18,18
500,95,39,7.136532627803307e-05,0.04661437918522723,0.6468396030876976,0.8521713757725192,7.214638499596047e-05,0.046623841022195994,0.6467994020794117,0.8522305833481822,-758.0070245559523,-758.0071670645787,24,24
500,96,56,9.345653459732307e-05,0.04234233567762007,0.5998524515891357,0.8492849911269963,9.335018872204806e-05,0.043334839806795866,0.5989120178185502,0.8526314894430164,-739.0266544209983,-739.0299010099429,16,16
500,97,52,0.0009721308761747062,0.030192742097268868,0.9998052670683781,0.7356762055552913,9.180036279269843e-05,0.030058607918680372,0.9857411671462134,0.7861116521075189,-768.6196632314111,-771.0953061143982,23,23
500,98,35,0.00038587409405165397,0.035841270630405445,0.5867814342728896,0.9914701405756754,0.00044167772335172283,0.035726267094578955,0.5899270860875878,0.9914386002596424,-761.7121452341371,-761.7175085102616,200,252
500,99,20,0.0059693709790749755,0.010646155170455017,0.5561609424564248,0.9060966293070047,0.006058907831252104,0.010613040498735784,0.5597246923149451,0.9058605728372324,-750.5817807548761,-750.5853870243423,23,23
2000,0,169,0.002726956032782617,0.026821853232474043,0.6826605691037593,0.8879426122002743,0.0027447381744960067,0.026827165031642557,0.6836575083602235,0.8879336633235948,-3094.3984102855547,-3094.399128264569,52,53
2000,1,244,0.002448048365583991,0.036782166180425846,0.6152938263135524,0.8919673833585986,0.0024584545285049075,0.036785284552426196,0.6162980327940083,0.8919522427076874,-3024.6652985324135,-3024.6663374565674,56,56
2000,2,196,0.0029807019867909425,0.030487345236963698,0.837912204881855,0.8409537172224474,0.002950674524206595,0.030675402752203713,0.8365610815914725,0.8421629173007923,-3101.1564069380174,-3101.1568889094483,20,16
2000,3,218,0.0047221267890015725,0.037997666964670024,0.6714021678191665,0.8977179403701483,0.004751033057964396,0.036889275136950665,0.6758855829424962,0.8937464386006077,-3017.619784175476,-3017.6506767290975,21,22
