study,rate,variant,method,h,n,rmse,mse,mae,crps,crps_gauss,cov50,cov80,cov95,w95
aotizhongxin,0.01,spikes_r0.01_k6_s2,hmc_in_K3|robust+gate,13,91,1.0939,1.1966,0.92267,0.62373,0.62957,0.41758,0.73626,0.91209,3.7986
aotizhongxin,0.01,spikes_r0.01_k6_s2,hmc_in_K3|robust+gate,14,90,1.1121,1.2367,0.92578,0.63174,0.63576,0.45556,0.71111,0.88889,3.8076
aotizhongxin,0.01,spikes_r0.01_k6_s2,hmc_in_K3|robust+gate,15,91,1.0867,1.1808,0.91932,0.62091,0.62538,0.43956,0.76923,0.9011,3.8138
aotizhongxin,0.01,spikes_r0.01_k6_s2,hmc_in_K3|robust+gate,16,91,1.1143,1.2416,0.92536,0.63535,0.63801,0.46154,0.72527,0.89011,3.8197
aotizhongxin,0.01,spikes_r0.01_k6_s2,hmc_in_K3|robust+gate,17,90,1.067,1.1385,0.88169,0.61069,0.60956,0.5,0.78889,0.88889,3.8257
aotizhongxin,0.01,spikes_r0.01_k6_s2,hmc_in_K3|robust+gate,18,90,1.0771,1.16,0.89054,0.61963,0.61745,0.48889,0.78889,0.92222,3.8299
aotizhongxin,0.01,spikes_r0.01_k6_s2,hmc_in_K3|robust+gate,19,90,1.1016,1.2135,0.9432,0.63853,0.63906,0.43333,0.73333,0.93333,3.8316
aotizhongxin,0.01,spikes_r0.01_k6_s2,hmc_in_K3|robust+gate,20,91,1.1554,1.3349,0.97713,0.66909,0.66773,0.41758,0.7033,0.9011,3.8355
aotizhongxin,0.01,spikes_r0.01_k6_s2,hmc_in_K3|robust+gate,21,90,1.0781,1.1624,0.93417,0.62937,0.62776,0.44444,0.8,0.96667,3.8389
aotizhongxin,0.01,spikes_r0.01_k6_s2,hmc_in_K3|robust+gate,22,89,1.1974,1.4338,0.99917,0.69467,0.69018,0.4382,0.75281,0.92135,3.8418
aotizhongxin,0.01,spikes_r0.01_k6_s2,hmc_in_K3|robust+gate,23,88,1.1708,1.3707,0.99269,0.68296,0.67979,0.38636,0.69318,0.93182,3.8429
aotizhongxin,0.01,spikes_r0.01_k6_s2,hmc_in_K3|robust+gate,24,90,1.2186,1.485,1.0163,0.70392,0.69953,0.42222,0.67778,0.87778,3.8445
aotizhongxin,0.01,spikes_r0.01_k6_s2,hmc_in_K3|robust,1,90,0.74469,0.55456,0.58922,0.42092,0.42689,0.48889,0.77778,0.92222,3.0238
aotizhongxin,0.01,spikes_r0.01_k6_s2,hmc_in_K3|robust,2,89,0.78955,0.62338,0.64621,0.45602,0.45538,0.46067,0.75281,0.92135,3.2881
aotizhongxin,0.01,spikes_r0.01_k6_s2,hmc_in_K3|robust,3,89,0.85682,0.73414,0.71392,0.49861,0.49223,0.39326,0.74157,0.91011,3.454
aotizhongxin,0.01,spikes_r0.01_k6_s2,hmc_in_K3|robust,4,90,0.94972,0.90197,0.81283,0.55684,0.54692,0.34444,0.74444,0.91111,3.5501
aotizhongxin,0.01,spikes_r0.01_k6_s2,hmc_in_K3|robust,5,88,1.0725,1.1503,0.91282,0.62699,0.61489,0.29545,0.625,0.88636,3.6204
aotizhongxin,0.01,spikes_r0.01_k6_s2,hmc_in_K3|robust,6,90,1.1158,1.245,0.93511,0.64938,0.6389,0.38889,0.62222,0.85556,3.6646
aotizhongxin,0.01,spikes_r0.01_k6_s2,hmc_in_K3|robust,7,91,1.1651,1.3575,0.99228,0.68257,0.67305,0.31868,0.61538,0.89011,3.6968
aotizhongxin,0.01,spikes_r0.01_k6_s2,hmc_in_K3|robust,8,90,1.1915,1.4196,1.0116,0.69377,0.68836,0.36667,0.58889,0.86667,3.7246
aotizhongxin,0.01,spikes_r0.01_k6_s2,hmc_in_K3|robust,9,90,1.1668,1.3614,1.0089,0.677,0.67568,0.33333,0.63333,0.9,3.7461
aotizhongxin,0.01,spikes_r0.01_k6_s2,hmc_in_K3|robust,10,89,1.1755,1.3819,1.0143,0.68133,0.68238,0.31461,0.62921,0.91011,3.7653
aotizhongxin,0.01,spikes_r0.01_k6_s2,hmc_in_K3|robust,11,90,1.1517,1.3264,0.96287,0.66391,0.66423,0.34444,0.68889,0.87778,3.7778
aotizhongxin,0.01,spikes_r0.01_k6_s2,hmc_in_K3|robust,12,90,1.1629,1.3523,0.97761,0.66429,0.66593,0.32222,0.7,0.88889,3.7896
aotizhongxin,0.01,spikes_r0.01_k6_s2,hmc_in_K3|robust,13,91,1.0939,1.1966,0.92267,0.62373,0.62957,0.41758,0.73626,0.91209,3.7986
aotizhongxin,0.01,spikes_r0.01_k6_s2,hmc_in_K3|robust,14,90,1.1121,1.2367,0.92578,0.63174,0.63576,0.45556,0.71111,0.88889,3.8076
aotizhongxin,0.01,spikes_r0.01_k6_s2,hmc_in_K3|robust,15,91,1.0867,1.1808,0.91932,0.62091,0.62538,0.43956,0.76923,0.9011,3.8138
aotizhongxin,0.01,spikes_r0.01_k6_s2,hmc_in_K3|robust,16,91,1.1143,1.2416,0.92536,0.63535,0.63801,0.46154,0.72527,0.89011,3.8197
aotizhongxin,0.01,spikes_r0.01_k6_s2,hmc_in_K3|robust,17,90,1.067,1.1385,0.88169,0.61069,0.60956,0.5,0.78889,0.88889,3.8257
aotizhongxin,0.01,spikes_r0.01_k6_s2,hmc_in_K3|robust,18,90,1.0771,1.16,0.89054,0.61963,0.61745,0.48889,0.78889,0.92222,3.8299
aotizhongxin,0.01,spikes_r0.01_k6_s2,hmc_in_K3|robust,19,90,1.1016,1.2135,0.9432,0.63853,0.63906,0.43333,0.73333,0.93333,3.8316
aotizhongxin,0.01,spikes_r0.01_k6_s2,hmc_in_K3|robust,20,91,1.1554,1.3349,0.97713,0.66909,0.66773,0.41758,0.7033,0.9011,3.8355
aotizhongxin,0.01,spikes_r0.01_k6_s2,hmc_in_K3|robust,21,90,1.0781,1.1624,0.93417,0.62937,0.62776,0.44444,0.8,0.96667,3.8389
aotizhongxin,0.01,spikes_r0.01_k6_s2,hmc_in_K3|robust,22,89,1.1974,1.4338,0.99917,0.69467,0.69018,0.4382,0.75281,0.92135,3.8418
aotizhongxin,0.01,spikes_r0.01_k6_s2,hmc_in_K3|robust,23,88,1.1708,1.3707,0.99269,0.68296,0.67979,0.38636,0.69318,0.93182,3.8429
aotizhongxin,0.01,spikes_r0.01_k6_s2,hmc_in_K3|robust,24,90,1.2186,1.485,1.0163,0.70392,0.69953,0.42222,0.67778,0.87778,3.8445
aotizhongxin,0.01,spikes_r0.01_k6_s2,hmc_in_K3|hampel+gate,1,90,0.60563,0.36678,0.48417,0.34053,0.33808,0.41111,0.74444,0.92222,2.3588
aotizhongxin,0.01,spikes_r0.01_k6_s2,hmc_in_K3|hampel+gate,2,89,0.7244,0.52476,0.58132,0.41056,0.40998,0.32584,0.73034,0.89888,2.6457
aotizhongxin,0.01,spikes_r0.01_k6_s2,hmc_in_K3|hampel+gate,3,89,0.81414,0.66283,0.65375,0.45592,0.45981,0.39326,0.68539,0.8764,2.8073
aotizhongxin,0.01,spikes_r0.01_k6_s2,hmc_in_K3|hampel+gate,4,90,0.91538,0.83792,0.75183,0.51905,0.52476,0.34444,0.63333,0.83333,2.9282
aotizhongxin,0.01,spikes_r0.01_k6_s2,hmc_in_K3|hampel+gate,5,88,1.0454,1.0928,0.86718,0.5986,0.60759,0.26136,0.61364,0.81818,3.0545
aotizhongxin,0.01,spikes_r0.01_k6_s2,hmc_in_K3|hampel+gate,6,90,1.0984,1.2064,0.91087,0.63054,0.6408,0.26667,0.61111,0.78889,3.1325
aotizhongxin,0.01,spikes_r0.01_k6_s2,hmc_in_K3|hampel+gate,7,91,1.1225,1.2601,0.96269,0.65593,0.66748,0.27473,0.57143,0.82418,3.235
aotizhongxin,0.01,spikes_r0.01_k6_s2,hmc_in_K3|hampel+gate,8,90,1.162,1.3502,0.98395,0.67757,0.6891,0.27778,0.55556,0.84444,3.3367
aotizhongxin,0.01,spikes_r0.01_k6_s2,hmc_in_K3|hampel+gate,9,90,1.1493,1.321,0.99195,0.66553,0.68111,0.26667,0.55556,0.87778,3.417
aotizhongxin,0.01,spikes_r0.01_k6_s2,hmc_in_K3|hampel+gate,10,89,1.1578,1.3405,1.009,0.67272,0.68813,0.23596,0.59551,0.86517,3.4763
aotizhongxin,0.01,spikes_r0.01_k6_s2,hmc_in_K3|hampel+gate,11,90,1.1217,1.2582,0.94045,0.64196,0.65545,0.35556,0.57778,0.87778,3.525
aotizhongxin,0.01,spikes_r0.01_k6_s2,hmc_in_K3|hampel+gate,12,90,1.1176,1.2489,0.93729,0.63499,0.64611,0.34444,0.63333,0.87778,3.5632
aotizhongxin,0.01,spikes_r0.01_k6_s2,hmc_in_K3|hampel+gate,13,91,1.0375,1.0765,0.87606,0.59176,0.60091,0.36264,0.71429,0.9011,3.593
aotizhongxin,0.01,spikes_r0.01_k6_s2,hmc_in_K3|hampel+gate,14,90,1.0602,1.1241,0.87631,0.60646,0.61102,0.4,0.73333,0.88889,3.6207
aotizhongxin,0.01,spikes_r0.01_k6_s2,hmc_in_K3|hampel+gate,15,91,1.0329,1.067,0.87343,0.59337,0.59785,0.38462,0.74725,0.9011,3.6415
aotizhongxin,0.01,spikes_r0.01_k6_s2,hmc_in_K3|hampel+gate,16,91,1.0683,1.1414,0.88978,0.61156,0.61453,0.42857,0.75824,0.9011,3.6604
aotizhongxin,0.01,spikes_r0.01_k6_s2,hmc_in_K3|hampel+gate,17,90,1.0302,1.0613,0.84785,0.59234,0.59019,0.44444,0.76667,0.88889,3.6779
aotizhongxin,0.01,spikes_r0.01_k6_s2,hmc_in_K3|hampel+gate,18,90,1.0446,1.0913,0.87141,0.6032,0.60252,0.41111,0.75556,0.91111,3.6931
aotizhongxin,0.01,spikes_r0.01_k6_s2,hmc_in_K3|hampel+gate,19,90,1.0678,1.1402,0.90149,0.62239,0.62241,0.4,0.73333,0.93333,3.7022
aotizhongxin,0.01,spikes_r0.01_k6_s2,hmc_in_K3|hampel+gate,20,91,1.1173,1.2483,0.95292,0.65396,0.6542,0.35165,0.71429,0.91209,3.714
aotizhongxin,0.01,spikes_r0.01_k6_s2,hmc_in_K3|hampel+gate,21,90,1.0509,1.1045,0.91105,0.61967,0.61731,0.38889,0.72222,0.96667,3.7252
aotizhongxin,0.01,spikes_r0.01_k6_s2,hmc_in_K3|hampel+gate,22,89,1.1731,1.3761,0.99211,0.69128,0.68731,0.33708,0.74157,0.89888,3.7352
aotizhongxin,0.01,spikes_r0.01_k6_s2,hmc_in_K3|hampel+gate,23,88,1.1601,1.3458,0.99937,0.68537,0.68469,0.38636,0.71591,0.90909,3.7415
aotizhongxin,0.01,spikes_r0.01_k6_s2,hmc_in_K3|hampel+gate,24,90,1.208,1.4591,1.0245,0.70925,0.70885,0.37778,0.71111,0.88889,3.7471
aotizhongxin,0.05,spikes_r0.05_k6_s0,hmc_in_K3|raw+gate,1,90,0.79304,0.62891,0.59434,0.43614,0.52667,0.53333,0.83333,0.96667,8.0123
aotizhongxin,0.05,spikes_r0.05_k6_s0,hmc_in_K3|raw+gate,2,89,0.77007,0.59301,0.59077,0.46238,0.52225,0.50562,0.80899,0.97753,8.3656
aotizhongxin,0.05,spikes_r0.05_k6_s0,hmc_in_K3|raw+gate,3,89,0.81163,0.65875,0.65096,0.50046,0.5407,0.46067,0.80899,0.98876,8.5018
aotizhongxin,0.05,spikes_r0.05_k6_s0,hmc_in_K3|raw+gate,4,90,0.89372,0.79873,0.73673,0.55241,0.57425,0.4,0.8,1,8.5692
aotizhongxin,0.05,spikes_r0.05_k6_s0,hmc_in_K3|raw+gate,5,88,1.0145,1.0293,0.81349,0.6183,0.62106,0.38636,0.71591,0.96591,8.619
aotizhongxin,0.05,spikes_r0.05_k6_s0,hmc_in_K3|raw+gate,6,90,1.0637,1.1314,0.82942,0.64045,0.64152,0.44444,0.74444,0.95556,8.6465
aotizhongxin,0.05,spikes_r0.05_k6_s0,hmc_in_K3|raw+gate,7,91,1.1408,1.3015,0.90791,0.67788,0.67677,0.37363,0.68132,0.94505,8.6631
aotizhongxin,0.05,spikes_r0.05_k6_s0,hmc_in_K3|raw+gate,8,90,1.1801,1.3927,0.94861,0.69675,0.69583,0.42222,0.67778,0.95556,8.6787
aotizhongxin,0.05,spikes_r0.05_k6_s0,hmc_in_K3|raw+gate,9,90,1.1428,1.3059,0.93034,0.67572,0.68123,0.38889,0.73333,0.97778,8.6892
aotizhongxin,0.05,spikes_r0.05_k6_s0,hmc_in_K3|raw+gate,10,89,1.1574,1.3396,0.94543,0.68294,0.68972,0.37079,0.67416,0.96629,8.6991
aotizhongxin,0.05,spikes_r0.05_k6_s0,hmc_in_K3|raw+gate,11,90,1.1655,1.3584,0.95866,0.67449,0.69323,0.33333,0.71111,0.95556,8.7031
aotizhongxin,0.05,spikes_r0.05_k6_s0,hmc_in_K3|raw+gate,12,90,1.2167,1.4804,0.99635,0.68672,0.71435,0.37778,0.72222,0.95556,8.7076
aotizhongxin,0.05,spikes_r0.05_k6_s0,hmc_in_K3|raw+gate,13,91,1.1561,1.3365,0.9498,0.65245,0.68996,0.43956,0.78022,0.97802,8.7101
aotizhongxin,0.05,spikes_r0.05_k6_s0,hmc_in_K3|raw+gate,14,90,1.1962,1.4308,0.97054,0.66533,0.70624,0.44444,0.77778,0.95556,8.7135
aotizhongxin,0.05,spikes_r0.05_k6_s0,hmc_in_K3|raw+gate,15,91,1.179,1.39,0.96664,0.65859,0.70113,0.46154,0.79121,0.97802,8.7146
aotizhongxin,0.05,spikes_r0.05_k6_s0,hmc_in_K3|raw+gate,16,91,1.2086,1.4608,0.96345,0.67086,0.71258,0.46154,0.78022,0.94505,8.7161
aotizhongxin,0.05,spikes_r0.05_k6_s0,hmc_in_K3|raw+gate,17,90,1.1536,1.3309,0.92578,0.64144,0.68679,0.46667,0.81111,0.96667,8.718
aotizhongxin,0.05,spikes_r0.05_k6_s0,hmc_in_K3|raw+gate,18,90,1.1536,1.3309,0.91808,0.64439,0.68761,0.48889,0.81111,0.96667,8.7186
aotizhongxin,0.05,spikes_r0.05_k6_s0,hmc_in_K3|raw+gate,19,90,1.1902,1.4165,0.98678,0.66754,0.70923,0.46667,0.77778,0.98889,8.7173
aotizhongxin,0.05,spikes_r0.05_k6_s0,hmc_in_K3|raw+gate,20,91,1.2511,1.5653,1.0286,0.69783,0.73546,0.45055,0.75824,0.95604,8.7185
aotizhongxin,0.05,spikes_r0.05_k6_s0,hmc_in_K3|raw+gate,21,90,1.1666,1.3609,0.98363,0.65452,0.69957,0.42222,0.81111,1,8.7193
aotizhongxin,0.05,spikes_r0.05_k6_s0,hmc_in_K3|raw+gate,22,89,1.2935,1.6731,1.0589,0.71789,0.75511,0.42697,0.76404,0.96629,8.7198
aotizhongxin,0.05,spikes_r0.05_k6_s0,hmc_in_K3|raw+gate,23,88,1.2434,1.5461,1.0223,0.69965,0.73393,0.42045,0.73864,0.98864,8.7191
aotizhongxin,0.05,spikes_r0.05_k6_s0,hmc_in_K3|raw+gate,24,90,1.2888,1.6609,1.0204,0.71786,0.74974,0.43333,0.76667,0.94444,8.719
aotizhongxin,0.05,spikes_r0.05_k6_s0,hmc_in_K3|raw,1,90,0.79304,0.62891,0.59434,0.43614,0.52667,0.53333,0.83333,0.96667,8.0123
aotizhongxin,0.05,spikes_r0.05_k6_s0,hmc_in_K3|raw,2,89,0.77007,0.59301,0.59077,0.46238,0.52225,0.50562,0.80899,0.97753,8.3656
aotizhongxin,0.05,spikes_r0.05_k6_s0,hmc_in_K3|raw,3,89,0.81163,0.65875,0.65096,0.50046,0.5407,0.46067,0.80899,0.98876,8.5018
aotizhongxin,0.05,spikes_r0.05_k6_s0,hmc_in_K3|raw,4,90,0.89372,0.79873,0.73673,0.55241,0.57425,0.4,0.8,1,8.5692
aotizhongxin,0.05,spikes_r0.05_k6_s0,hmc_in_K3|raw,5,88,1.0145,1.0293,0.81349,0.6183,0.62106,0.38636,0.71591,0.96591,8.619
aotizhongxin,0.05,spikes_r0.05_k6_s0,hmc_in_K3|raw,6,90,1.0637,1.1314,0.82942,0.64045,0.64152,0.44444,0.74444,0.95556,8.6465
aotizhongxin,0.05,spikes_r0.05_k6_s0,hmc_in_K3|raw,7,91,1.1408,1.3015,0.90791,0.67788,0.67677,0.37363,0.68132,0.94505,8.6631
aotizhongxin,0.05,spikes_r0.05_k6_s0,hmc_in_K3|raw,8,90,1.1801,1.3927,0.94861,0.69675,0.69583,0.42222,0.67778,0.95556,8.6787
aotizhongxin,0.05,spikes_r0.05_k6_s0,hmc_in_K3|raw,9,90,1.1428,1.3059,0.93034,0.67572,0.68123,0.38889,0.73333,0.97778,8.6892
aotizhongxin,0.05,spikes_r0.05_k6_s0,hmc_in_K3|raw,10,89,1.1574,1.3396,0.94543,0.68294,0.68972,0.37079,0.67416,0.96629,8.6991
aotizhongxin,0.05,spikes_r0.05_k6_s0,hmc_in_K3|raw,11,90,1.1655,1.3584,0.95866,0.67449,0.69323,0.33333,0.71111,0.95556,8.7031
aotizhongxin,0.05,spikes_r0.05_k6_s0,hmc_in_K3|raw,12,90,1.2167,1.4804,0.99635,0.68672,0.71435,0.37778,0.72222,0.95556,8.7076
aotizhongxin,0.05,spikes_r0.05_k6_s0,hmc_in_K3|raw,13,91,1.1561,1.3365,0.9498,0.65245,0.68996,0.43956,0.78022,0.97802,8.7101
aotizhongxin,0.05,spikes_r0.05_k6_s0,hmc_in_K3|raw,14,90,1.1962,1.4308,0.97054,0.66533,0.70624,0.44444,0.77778,0.95556,8.7135
aotizhongxin,0.05,spikes_r0.05_k6_s0,hmc_in_K3|raw,15,91,1.179,1.39,0.96664,0.65859,0.70113,0.46154,0.79121,0.97802,8.7146
aotizhongxin,0.05,spikes_r0.05_k6_s0,hmc_in_K3|raw,16,91,1.2086,1.4608,0.96345,0.67086,0.71258,0.46154,0.78022,0.94505,8.7161
aotizhongxin,0.05,spikes_r0.05_k6_s0,hmc_in_K3|raw,17,90,1.1536,1.3309,0.92578,0.64144,0.68679,0.46667,0.81111,0.96667,8.718
aotizhongxin,0.05,spikes_r0.05_k6_s0,hmc_in_K3|raw,18,90,1.1536,1.3309,0.91808,0.64439,0.68761,0.48889,0.81111,0.96667,8.7186
aotizhongxin,0.05,spikes_r0.05_k6_s0,hmc_in_K3|raw,19,90,1.1902,1.4165,0.98678,0.66754,0.70923,0.46667,0.77778,0.98889,8.7173
aotizhongxin,0.05,spikes_r0.05_k6_s0,hmc_in_K3|raw,20,91,1.2511,1.5653,1.0286,0.69783,0.73546,0.45055,0.75824,0.95604,8.7185
aotizhongxin,0.05,spikes_r0.05_k6_s0,hmc_in_K3|raw,21,90,1.1666,1.3609,0.98363,0.65452,0.69957,0.42222,0.81111,1,8.7193
aotizhongxin,0.05,spikes_r0.05_k6_s0,hmc_in_K3|raw,22,89,1.2935,1.6731,1.0589,0.71789,0.75511,0.42697,0.76404,0.96629,8.7198
aotizhongxin,0.05,spikes_r0.05_k6_s0,hmc_in_K3|raw,23,88,1.2434,1.5461,1.0223,0.69965,0.73393,0.42045,0.73864,0.98864,8.7191
aotizhongxin,0.05,spikes_r0.05_k6_s0,hmc_in_K3|raw,24,90,1.2888,1.6609,1.0204,0.71786,0.74974,0.43333,0.76667,0.94444,8.719
aotizhongxin,0.05,spikes_r0.05_k6_s0,hmc_in_K3|robust+gate,1,90,0.79297,0.6288,0.59438,0.43617,0.52652,0.53333,0.83333,0.96667,8.0096
aotizhongxin,0.05,spikes_r0.05_k6_s0,hmc_in_K3|robust+gate,2,89,0.77003,0.59295,0.59075,0.46235,0.52206,0.50562,0.80899,0.97753,8.3616
aotizhongxin,0.05,spikes_r0.05_k6_s0,hmc_in_K3|robust+gate,3,89,0.81151,0.65856,0.65096,0.50043,0.5405,0.46067,0.80899,0.98876,8.4984
aotizhongxin,0.05,spikes_r0.05_k6_s0,hmc_in_K3|robust+gate,4,90,0.89351,0.79836,0.73645,0.55237,0.57403,0.4,0.8,1,8.5661
aotizhongxin,0.05,spikes_r0.05_k6_s0,hmc_in_K3|robust+gate,5,88,1.0143,1.0289,0.81317,0.6183,0.62086,0.38636,0.71591,0.96591,8.616
aotizhongxin,0.05,spikes_r0.05_k6_s0,hmc_in_K3|robust+gate,6,90,1.0634,1.1309,0.8291,0.64044,0.64131,0.44444,0.75556,0.95556,8.6436
aotizhongxin,0.05,spikes_r0.05_k6_s0,hmc_in_K3|robust+gate,7,91,1.1405,1.3008,0.90747,0.67785,0.67654,0.37363,0.68132,0.94505,8.6604
aotizhongxin,0.05,spikes_r0.05_k6_s0,hmc_in_K3|robust+gate,8,90,1.1798,1.392,0.94813,0.69671,0.69561,0.42222,0.67778,0.95556,8.676
aotizhongxin,0.05,spikes_r0.05_k6_s0,hmc_in_K3|robust+gate,9,90,1.1425,1.3054,0.93008,0.67572,0.68104,0.38889,0.73333,0.96667,8.6867
aotizhongxin,0.05,spikes_r0.05_k6_s0,hmc_in_K3|robust+gate,10,89,1.1572,1.3391,0.94518,0.68291,0.68953,0.37079,0.67416,0.96629,8.6966
aotizhongxin,0.05,spikes_r0.05_k6_s0,hmc_in_K3|robust+gate,11,90,1.1652,1.3578,0.95835,0.6744,0.69304,0.33333,0.71111,0.95556,8.7007
aotizhongxin,0.05,spikes_r0.05_k6_s0,hmc_in_K3|robust+gate,12,90,1.2164,1.4796,0.99603,0.68657,0.71414,0.37778,0.72222,0.95556,8.7053
aotizhongxin,0.05,spikes_r0.05_k6_s0,hmc_in_K3|robust+gate,13,91,1.1557,1.3356,0.94944,0.65224,0.68973,0.42857,0.78022,0.97802,8.7079
aotizhongxin,0.05,spikes_r0.05_k6_s0,hmc_in_K3|robust+gate,14,90,1.1958,1.43,0.9702,0.66513,0.70603,0.44444,0.77778,0.95556,8.7113
aotizhongxin,0.05,spikes_r0.05_k6_s0,hmc_in_K3|robust+gate,15,91,1.1787,1.3893,0.96624,0.65837,0.70092,0.46154,0.79121,0.97802,8.7125
aotizhongxin,0.05,spikes_r0.05_k6_s0,hmc_in_K3|robust+gate,16,91,1.2083,1.4601,0.96304,0.67065,0.7124,0.46154,0.78022,0.94505,8.7139
aotizhongxin,0.05,spikes_r0.05_k6_s0,hmc_in_K3|robust+gate,17,90,1.1534,1.3303,0.92553,0.64126,0.68663,0.46667,0.81111,0.96667,8.7159
aotizhongxin,0.05,spikes_r0.05_k6_s0,hmc_in_K3|robust+gate,18,90,1.1535,1.3305,0.91785,0.64429,0.6875,0.48889,0.81111,0.96667,8.7165
aotizhongxin,0.05,spikes_r0.05_k6_s0,hmc_in_K3|robust+gate,19,90,1.1901,1.4163,0.98653,0.66744,0.70913,0.45556,0.77778,0.98889,8.7153
aotizhongxin,0.05,spikes_r0.05_k6_s0,hmc_in_K3|robust+gate,20,91,1.251,1.565,1.0284,0.69775,0.73538,0.45055,0.75824,0.95604,8.7165
aotizhongxin,0.05,spikes_r0.05_k6_s0,hmc_in_K3|robust+gate,21,90,1.1666,1.3609,0.98363,0.65449,0.69953,0.42222,0.81111,1,8.7173
aotizhongxin,0.05,spikes_r0.05_k6_s0,hmc_in_K3|robust+gate,22,89,1.2935,1.6732,1.0589,0.71791,0.75511,0.42697,0.76404,0.96629,8.7178
aotizhongxin,0.05,spikes_r0.05_k6_s0,hmc_in_K3|robust+gate,23,88,1.2435,1.5463,1.0223,0.69969,0.73394,0.42045,0.73864,0.98864,8.7171
aotizhongxin,0.05,spikes_r0.05_k6_s0,hmc_in_K3|robust+gate,24,90,1.2888,1.6611,1.0204,0.7179,0.74975,0.43333,0.76667,0.94444,8.7171
aotizhongxin,0.05,spikes_r0.05_k6_s0,hmc_in_K3|robust,1,90,0.79297,0.6288,0.59438,0.43617,0.52652,0.53333,0.83333,0.96667,8.0096
aotizhongxin,0.05,spikes_r0.05_k6_s0,hmc_in_K3|robust,2,89,0.77003,0.59295,0.59075,0.46235,0.52206,0.50562,0.80899,0.97753,8.3616
aotizhongxin,0.05,spikes_r0.05_k6_s0,hmc_in_K3|robust,3,89,0.81151,0.65856,0.65096,0.50043,0.5405,0.46067,0.80899,0.98876,8.4984
aotizhongxin,0.05,spikes_r0.05_k6_s0,hmc_in_K3|robust,4,90,0.89351,0.79836,0.73645,0.55237,0.57403,0.4,0.8,1,8.5661
aotizhongxin,0.05,spikes_r0.05_k6_s0,hmc_in_K3|robust,5,88,1.0143,1.0289,0.81317,0.6183,0.62086,0.38636,0.71591,0.96591,8.616
aotizhongxin,0.05,spikes_r0.05_k6_s0,hmc_in_K3|robust,6,90,1.0634,1.1309,0.8291,0.64044,0.64131,0.44444,0.75556,0.95556,8.6436
aotizhongxin,0.05,spikes_r0.05_k6_s0,hmc_in_K3|robust,7,91,1.1405,1.3008,0.90747,0.67785,0.67654,0.37363,0.68132,0.94505,8.6604
aotizhongxin,0.05,spikes_r0.05_k6_s0,hmc_in_K3|robust,8,90,1.1798,1.392,0.94813,0.69671,0.69561,0.42222,0.67778,0.95556,8.676
aotizhongxin,0.05,spikes_r0.05_k6_s0,hmc_in_K3|robust,9,90,1.1425,1.3054,0.93008,0.67572,0.68104,0.38889,0.73333,0.96667,8.6867
aotizhongxin,0.05,spikes_r0.05_k6_s0,hmc_in_K3|robust,10,89,1.1572,1.3391,0.94518,0.68291,0.68953,0.37079,0.67416,0.96629,8.6966
aotizhongxin,0.05,spikes_r0.05_k6_s0,hmc_in_K3|robust,11,90,1.1652,1.3578,0.95835,0.6744,0.69304,0.33333,0.71111,0.95556,8.7007
aotizhongxin,0.05,spikes_r0.05_k6_s0,hmc_in_K3|robust,12,90,1.2164,1.4796,0.99603,0.68657,0.71414,0.37778,0.72222,0.95556,8.7053
aotizhongxin,0.05,spikes_r0.05_k6_s0,hmc_in_K3|robust,13,91,1.1557,1.3356,0.94944,0.65224,0.68973,0.42857,0.78022,0.97802,8.7079
aotizhongxin,0.05,spikes_r0.05_k6_s0,hmc_in_K3|robust,14,90,1.1958,1.43,0.9702,0.66513,0.70603,0.44444,0.77778,0.95556,8.7113
aotizhongxin,0.05,spikes_r0.05_k6_s0,hmc_in_K3|robust,15,91,1.1787,1.3893,0.96624,0.65837,0.70092,0.46154,0.79121,0.97802,8.7125
aotizhongxin,0.05,spikes_r0.05_k6_s0,hmc_in_K3|robust,16,91,1.2083,1.4601,0.96304,0.67065,0.7124,0.46154,0.78022,0.94505,8.7139
aotizhongxin,0.05,spikes_r0.05_k6_s0,hmc_in_K3|robust,17,90,1.1534,1.3303,0.92553,0.64126,0.68663,0.46667,0.81111,0.96667,8.7159
aotizhongxin,0.05,spikes_r0.05_k6_s0,hmc_in_K3|robust,18,90,1.1535,1.3305,0.91785,0.64429,0.6875,0.48889,0.81111,0.96667,8.7165
aotizhongxin,0.05,spikes_r0.05_k6_s0,hmc_in_K3|robust,19,90,1.1901,1.4163,0.98653,0.66744,0.70913,0.45556,0.77778,0.98889,8.7153
aotizhongxin,0.05,spikes_r0.05_k6_s0,hmc_in_K3|robust,20,91,1.251,1.565,1.0284,0.69775,0.73538,0.45055,0.75824,0.95604,8.7165
aotizhongxin,0.05,spikes_r0.05_k6_s0,hmc_in_K3|robust,21,90,1.1666,1.3609,0.98363,0.65449,0.69953,0.42222,0.81111,1,8.7173
aotizhongxin,0.05,spikes_r0.05_k6_s0,hmc_in_K3|robust,22,89,1.2935,1.6732,1.0589,0.71791,0.75511,0.42697,0.76404,0.96629,8.7178
aotizhongxin,0.05,spikes_r0.05_k6_s0,hmc_in_K3|robust,23,88,1.2435,1.5463,1.0223,0.69969,0.73394,0.42045,0.73864,0.98864,8.7171
aotizhongxin,0.05,spikes_r0.05_k6_s0,hmc_in_K3|robust,24,90,1.2888,1.6611,1.0204,0.7179,0.74975,0.43333,0.76667,0.94444,8.7171
