setting,subject,K,rule,model,start,fit,mechanism,start_from,n_iter,fit_s,state_means,ll,classify_s,err_all,n_all,perm,perm_identity,err_missing,n_missing,err_observed,n_observed,acc_missing,conf_missing,brier_missing,logloss_missing,p_true_missing,ece_missing,rel_n,rel_conf,rel_correct,share_true_missing,share_post_missing,mech_rates,mech_onset,mech_persistence,sorted_rates,sorted_onset,sorted_persistence,ll_mask_common,mask,r,M,mask_rates,mask_onset,mask_persistence,err_by_activity
real,108,2,ge10,hmc_in,1,unsupervised,state-markov,ignorable fit,3,0.299598,-2.2339|0.7544,-10269.5,0.1097,0.188395,5239,01,True,0.1,30,0.188904,5209,0.9,0.976893,0.128272,0.328648,0.921925,0.076893,1|0|0|0|0|0|1|0|0|28,0.508799|0|0|0|0|0|0.816311|0|0|27.9817,0|0|0|0|0|0|0|0|0|27,0.1333|0.8667,0.0563|0.9437,0.0081105|0.014337,0.0072371|0.011867,0.11492|0.18417,0.0081105|0.014337,0.0072371|0.011867,0.11492|0.18417,-543.9521|-512.6898,,,,,,,
real,108,2,ge10,hmc_in,2,unsupervised,ignorable,start,19,2.07115,-2.2292|0.7595,-9759.8,0.104364,0.188204,5239,01,True,0.0666667,30,0.188904,5209,0.933333,0.976771,0.104718,0.28398,0.931857,0.0434373,0|0|0|2|0|0|0|0|0|28,0|0|0|1.33191|0|0|0|0|0|27.9712,0|0|0|1|0|0|0|0|0|27,0.1333|0.8667,0.0670|0.9330,,,,,,,-543.9521|-512.6898,,,,,,,
real,108,2,ge10,hmc_in,2,unsupervised,state,ignorable fit,3,0.315389,-2.2337|0.7546,-10300.2,0.127517,0.188395,5239,01,True,0.1,30,0.188904,5209,0.9,0.978607,0.132574,0.336964,0.920283,0.0786073,1|0|0|0|0|0|1|0|0|28,0.539691|0|0|0|0|0|0.835715|0|0|27.9828,0|0|0|0|0|0|0|0|0|27,0.1333|0.8667,0.0546|0.9454,0.0081032|0.014305,,,0.0081032|0.014305,,,-543.9521|-512.6898,,,,,,,
real,108,2,ge10,hmc_in,2,unsupervised,state-markov,ignorable fit,3,0.319859,-2.2336|0.7546,-10269.6,0.111358,0.188395,5239,01,True,0.1,30,0.188904,5209,0.9,0.976897,0.12828,0.328661,0.921921,0.0768972,1|0|0|0|0|0|1|0|0|28,0.50892|0|0|0|0|0|0.816313|0|0|27.9817,0|0|0|0|0|0|0|0|0|27,0.1333|0.8667,0.0563|0.9437,0.0081122|0.014337,0.0072391|0.011866,0.11486|0.1842,0.0081122|0.014337,0.0072391|0.011866,0.11486|0.1842,-543.9521|-512.6898,,,,,,,
real,108,2,ge10,hmc_in,0,unsupervised,state,start,19,2.03603,-2.2306|0.7580,-10300.8,0.117768,0.188395,5239,01,True,0.1,30,0.188904,5209,0.9,0.978767,0.132978,0.337967,0.920136,0.0787672,1|0|0|0|0|0|1|0|0|28,0.542474|0|0|0|0|0|0.837533|0|0|27.983,0|0|0|0|0|0|0|0|0|27,0.1333|0.8667,0.0544|0.9456,0.0080514|0.014338,,,0.0080514|0.014338,,,-543.9521|-512.6898,,,,,,,
real,108,2,ge10,hmc_in,1,unsupervised,state,start,18,1.85055,-2.2293|0.7594,-10301.1,0.0487339,0.188395,5239,01,True,0.1,30,0.188904,5209,0.9,0.978746,0.132921,0.337888,0.920158,0.078746,1|0|0|0|0|0|1|0|0|28,0.542101|0|0|0|0|0|0.837265|0|0|27.983,0|0|0|0|0|0|0|0|0|27,0.1333|0.8667,0.0545|0.9455,0.0080591|0.014339,,,0.0080591|0.014339,,,-543.9521|-512.6898,,,,,,,
real,108,2,ge10,hmc_in,2,unsupervised,state,start,19,1.87102,-2.2289|0.7599,-10301.2,0.0634329,0.188395,5239,01,True,0.1,30,0.188904,5209,0.9,0.97874,0.132905,0.337864,0.920164,0.07874,1|0|0|0|0|0|1|0|0|28,0.541997|0|0|0|0|0|0.837189|0|0|27.983,0|0|0|0|0|0|0|0|0|27,0.1333|0.8667,0.0545|0.9455,0.0080613|0.014339,,,0.0080613|0.014339,,,-543.9521|-512.6898,,,,,,,
real,108,2,ge10,hmc_in,0,unsupervised,state-markov,start,19,1.69998,-2.2306|0.7580,-10270.1,0.0570361,0.188395,5239,01,True,0.1,30,0.188904,5209,0.9,0.977152,0.128886,0.329751,0.921678,0.0771519,1|0|0|0|0|0|1|0|0|28,0.514013|0|0|0|0|0|0.818682|0|0|27.9819,0|0|0|0|0|0|0|0|0|27,0.1333|0.8667,0.0561|0.9439,0.0080684|0.014369,0.0072144|0.011885,0.11306|0.18481,0.0080684|0.014369,0.0072144|0.011885,0.11306|0.18481,-543.9521|-512.6898,,,,,,,
real,108,2,ge10,hmc_in,1,unsupervised,state-markov,start,18,1.69622,-2.2294|0.7593,-10270.4,0.114223,0.188395,5239,01,True,0.1,30,0.188904,5209,0.9,0.977174,0.128932,0.329794,0.921657,0.0771737,1|0|0|0|0|0|1|0|0|28,0.514618|0|0|0|0|0|0.818723|0|0|27.9819,0|0|0|0|0|0|0|0|0|27,0.1333|0.8667,0.0560|0.9440,0.0080752|0.014371,0.0072228|0.011884,0.11278|0.18494,0.0080752|0.014371,0.0072228|0.011884,0.11278|0.18494,-543.9521|-512.6898,,,,,,,
real,108,2,ge10,hmc_in,2,unsupervised,state-markov,start,19,1.66991,-2.2290|0.7598,-10270.5,0.073841,0.188395,5239,01,True,0.1,30,0.188904,5209,0.9,0.97718,0.128946,0.329805,0.92165,0.0771802,1|0|0|0|0|0|1|0|0|28,0.514799|0|0|0|0|0|0.818738|0|0|27.9819,0|0|0|0|0|0|0|0|0|27,0.1333|0.8667,0.0560|0.9440,0.0080771|0.014371,0.0072252|0.011884,0.1127|0.18498,0.0080771|0.014371,0.0072252|0.011884,0.1127|0.18498,-543.9521|-512.6898,,,,,,,
real,108,2,any,hmc_in,0,oracle,ignorable,,,,,-10375.2,0.0796958,0.108418,5239,01,True,0.0321429,560,0.117546,4679,0.967857,0.994081,0.0552199,0.213496,0.968023,0.0277367,2|0|0|0|2|2|2|4|1|547,1.02936|0|0|0|1.45982|1.54545|1.66095|3.47321|0.915488|546.601,0|0|0|0|1|1|2|3|1|534,0.0696|0.9304,0.0525|0.9475,,,,,,,,,,,,,,1:0.0000:2:0.0000:481|2:0.0000:6:0.0000:453|3:0.0000:10:0.0000:493|4:0.0000:245:0.0597:385|5:0.0090:111:0.0959:219|6:0.0000:8:0.0498:502|7:0.0000:91:0.0432:486|12:nan:0:0.1545:233|13:nan:0:0.1865:193|16:0.0476:21:0.0776:464|17:0.6667:21:0.5258:639|24:0.0444:45:0.1221:131
real,108,2,any,hmc_in,0,oracle,state,,,,,-13054.4,0.076923,0.107082,5239,01,True,0.0267857,560,0.116692,4679,0.973214,0.998266,0.0524541,0.232624,0.972311,0.0276019,0|0|0|0|1|0|1|2|3|553,0|0|0|0|0.735635|0|0.803061|1.76992|2.78037|552.94,0|0|0|0|1|0|0|2|3|539,0.0696|0.9304,0.0464|0.9536,0.018571|0.16622,,,,,,,,,,,,,1:0.0000:2:0.0000:481|2:0.0000:6:0.0000:453|3:0.0000:10:0.0000:493|4:0.0000:245:0.0597:385|5:0.0000:111:0.0959:219|6:0.0000:8:0.0498:502|7:0.0000:91:0.0432:486|12:nan:0:0.1588:233|13:nan:0:0.1865:193|16:0.0476:21:0.0841:464|17:0.6667:21:0.5133:639|24:0.0000:45:0.1221:131
real,108,2,any,hmc_in,0,oracle,state-markov,,,,,-12873.8,0.077634,0.107082,5239,01,True,0.0267857,560,0.116692,4679,0.973214,0.99812,0.0523369,0.2316,0.972243,0.0267515,0|0|0|0|0|2|1|1|3|553,0|0|0|0|0|1.55501|0.837884|0.859703|2.78561|552.909,0|0|0|0|0|1|1|1|3|539,0.0696|0.9304,0.0467|0.9533,0.018717|0.16623,0.017938|0.12627,0.059589|0.36664,,,,,,,,,,,1:0.0000:2:0.0000:481|2:0.0000:6:0.0000:453|3:0.0000:10:0.0000:493|4:0.0000:245:0.0597:385|5:0.0000:111:0.0959:219|6:0.0000:8:0.0498:502|7:0.0000:91:0.0432:486|12:nan:0:0.1545:233|13:nan:0:0.1865:193|16:0.0476:21:0.0841:464|17:0.6667:21:0.5149:639|24:0.0000:45:0.1221:131
real,108,2,any,pmc_pair,0,oracle,ignorable,,,,,-5191.98,0.214062,0.138958,5239,01,True,0.0375,560,0.151101,4679,0.9625,0.990911,0.0670219,0.242335,0.95952,0.0332009,0|1|2|3|0|2|7|8|2|535,0|0.593522|1.28239|2.05456|0|1.521|5.84515|6.94015|1.84265|534.831,0|1|2|2|0|1|1|7|2|523,0.0696|0.9304,0.0444|0.9556,,,,,,,,,,,,,,1:0.0000:2:0.0000:481|2:0.0000:6:0.0000:453|3:0.0000:10:0.0000:493|4:0.0000:245:0.0208:385|5:0.0090:111:0.1324:219|6:0.0000:8:0.0438:502|7:0.0000:91:0.0432:486|12:nan:0:0.1288:233|13:nan:0:0.1503:193|16:0.0000:21:0.0194:464|17:0.9048:21:0.8498:639|24:0.0222:45:0.1221:131
real,108,2,any,pmc_pair,0,oracle,state,,,,,-7846.19,0.183661,0.0610804,5239,01,True,0.0160714,560,0.0664672,4679,0.983929,0.993764,0.0243238,0.0352362,0.983057,0.014154,0|1|1|1|1|4|0|3|8|541,0|0.559381|0.629014|0.682747|0.709002|3.13162|0|2.62604|7.33045|540.84,0|1|0|1|1|1|0|0|6|541,0.0696|0.9304,0.0563|0.9437,0.018571|0.16622,,,,,,,,,,,,,1:0.0000:2:0.0000:481|2:0.0000:6:0.0000:453|3:0.0000:10:0.0000:493|4:0.0000:245:0.0208:385|5:0.0090:111:0.1324:219|6:0.0000:8:0.0438:502|7:0.0000:91:0.0432:486|12:nan:0:0.1373:233|13:nan:0:0.1503:193|16:0.0000:21:0.0194:464|17:0.3810:21:0.2269:639|24:0.0000:45:0.1221:131
real,108,2,any,pmc_pair,0,oracle,state-markov,,,,,-7675.46,0.210346,0.103073,5239,01,True,0.025,560,0.112417,4679,0.975,0.99462,0.0472202,0.100608,0.972231,0.0259158,0|1|0|2|2|0|4|4|1|546,0|0.59402|0|1.3934|1.47607|0|3.25013|3.5773|0.91689|545.779,0|1|0|1|2|0|4|1|1|536,0.0696|0.9304,0.0458|0.9542,0.018717|0.16623,0.017938|0.12627,0.059589|0.36664,,,,,,,,,,,1:0.0000:2:0.0000:481|2:0.0000:6:0.0000:453|3:0.0000:10:0.0000:493|4:0.0000:245:0.0208:385|5:0.0090:111:0.1324:219|6:0.0000:8:0.0438:502|7:0.0000:91:0.0432:486|12:nan:0:0.1373:233|13:nan:0:0.1503:193|16:0.0000:21:0.0194:464|17:0.6190:21:0.5634:639|24:0.0000:45:0.1221:131
real,108,2,any,hmc_in,0,unsupervised,ignorable,start,19,1.39347,-2.2560|0.6743,-8594.8,0.203971,0.189731,5239,01,True,0.0625,560,0.204958,4679,0.9375,0.992002,0.119528,0.387614,0.934307,0.0556001,4|0|0|2|0|1|0|0|1|552,2.13782|0|0|1.332|0|0.774672|0|0|0.917787|550.359,2|0|0|1|0|1|0|0|1|520,0.0696|0.9304,0.0139|0.9861,,,,,,,-2843.0024|-2569.7984,,,,,,,
real,108,2,any,hmc_in,0,unsupervised,state,ignorable fit,4,0.314069,-2.2616|0.6648,-11252.8,0.05168,0.189731,5239,01,True,0.0642857,560,0.204745,4679,0.935714,0.998233,0.127286,0.529438,0.935033,0.0641492,1|0|0|0|0|0|0|1|3|555,0.543546|0|0|0|0|0|0|0.898506|2.71676|554.852,1|0|0|0|0|0|0|0|1|522,0.0696|0.9304,0.0054|0.9946,0.016033|0.15124,,,0.016033|0.15124,,,-2843.0024|-2569.7984,,,,,,,
real,108,2,any,hmc_in,0,unsupervised,state-markov,ignorable fit,4,0.417418,-2.2621|0.6653,-11052.2,0.0674604,0.189731,5239,01,True,0.0642857,560,0.204745,4679,0.935714,0.997099,0.124901,0.502127,0.935288,0.0616791,0|0|2|0|0|0|0|3|1|554,0|0|1.22252|0|0|0|0|2.63013|0.917516|553.605,0|0|1|0|0|0|0|1|1|521,0.0696|0.9304,0.0068|0.9932,0.019895|0.15005,0.015709|0.10696,0.22607|0.39416,0.019895|0.15005,0.015709|0.10696,0.22607|0.39416,-2843.0024|-2569.7984,,,,,,,
real,108,2,any,hmc_in,1,unsupervised,ignorable,start,18,1.50162,-2.2548|0.6759,-8595.12,0.110395,0.18954,5239,01,True,0.0625,560,0.204745,4679,0.9375,0.992091,0.119583,0.387608,0.934296,0.0556933,2|2|0|2|0|1|0|0|1|552,1.04563|1.1394|0|1.332|0|0.771517|0|0|0.91984|550.363,1|1|0|1|0|1|0|0|1|520,0.0696|0.9304,0.0140|0.9860,,,,,,,-2843.0024|-2569.7984,,,,,,,
real,108,2,any,hmc_in,1,unsupervised,state,ignorable fit,4,0.237614,-2.2609|0.6658,-11253,0.0657925,0.189731,5239,01,True,0.0642857,560,0.204745,4679,0.935714,0.998218,0.127238,0.529071,0.935038,0.064116,1|0|0|0|0|0|0|2|2|555,0.548463|0|0|0|0|0|0|1.79283|1.80994|554.851,1|0|0|0|0|0|0|1|0|522,0.0696|0.9304,0.0055|0.9945,0.016089|0.15127,,,0.016089|0.15127,,,-2843.0024|-2569.7984,,,,,,,
real,108,2,any,hmc_in,1,unsupervised,state-markov,ignorable fit,4,0.506987,-2.2613|0.6663,-11052.3,0.0666758,0.189731,5239,01,True,0.0642857,560,0.204745,4679,0.935714,0.997079,0.124857,0.501842,0.935291,0.0616643,0|0|2|0|0|0|0|3|1|554,0|0|1.22721|0|0|0|0|2.61554|0.916084|553.605,0|0|1|0|0|0|0|1|1|521,0.0696|0.9304,0.0069|0.9931,0.019941|0.15009,0.015753|0.10698,0.22578|0.39422,0.019941|0.15009,0.015753|0.10698,0.22578|0.39422,-2843.0024|-2569.7984,,,,,,,
real,108,2,any,hmc_in,2,unsupervised,ignorable,start,19,1.79054,-2.2545|0.6762,-8595.18,0.0667992,0.18954,5239,01,True,0.0625,560,0.204745,4679,0.9375,0.992109,0.119595,0.387607,0.934294,0.0557116,2|2|0|2|0|1|0|0|1|552,1.04439|1.14989|0|1.33201|0|0.770908|0|0|0.920239|550.363,1|1|0|1|0|1|0|0|1|520,0.0696|0.9304,0.0140|0.9860,,,,,,,-2843.0024|-2569.7984,,,,,,,
real,108,2,any,hmc_in,2,unsupervised,state,ignorable fit,4,0.272151,-2.2607|0.6660,-11253,0.0585179,0.189731,5239,01,True,0.0642857,560,0.204745,4679,0.935714,0.998214,0.127228,0.528998,0.935039,0.0641093,1|0|0|0|0|0|0|2|2|555,0.549439|0|0|0|0|0|0|1.79135|1.80884|554.85,1|0|0|0|0|0|0|1|0|522,0.0696|0.9304,0.0055|0.9945,0.0161|0.15128,,,0.0161|0.15128,,,-2843.0024|-2569.7984,,,,,,,
real,108,2,any,hmc_in,2,unsupervised,state-markov,ignorable fit,4,0.405157,-2.2612|0.6665,-11052.3,0.0775441,0.189731,5239,01,True,0.0642857,560,0.204745,4679,0.935714,0.997075,0.124849,0.501785,0.935291,0.0616612,0|0|2|0|0|0|0|3|1|554,0|0|1.22814|0|0|0|0|2.61254|0.9158|553.605,0|0|1|0|0|0|0|1|1|521,0.0696|0.9304,0.0069|0.9931,0.019951|0.15009,0.015762|0.10698,0.22572|0.39423,0.019951|0.15009,0.015762|0.10698,0.22572|0.39423,-2843.0024|-2569.7984,,,,,,,
real,108,2,any,hmc_in,0,unsupervised,state,start,20,1.78158,-2.2553|0.6729,-11254.4,0.0512677,0.189731,5239,01,True,0.0642857,560,0.204745,4679,0.935714,0.998076,0.126945,0.528706,0.935048,0.064469,0|1|0|0|0|0|1|2|2|554,0|0.575856|0|0|0|0|0.833993|1.75781|1.85675|553.898,0|1|0|0|0|0|1|0|1|521,0.0696|0.9304,0.0057|0.9943,0.0159|0.15174,,,0.0159|0.15174,,,-2843.0024|-2569.7984,,,,,,,
real,108,2,any,hmc_in,1,unsupervised,state,start,20,1.62057,-2.2567|0.6711,-11253.9,0.0642358,0.189349,5239,01,True,0.0642857,560,0.204317,4679,0.935714,0.998124,0.127051,0.52945,0.93504,0.0639583,0|1|0|0|0|0|0|2|2|555,0|0.56635|0|0|0|0|0|1.72536|1.8086|554.849,0|1|0|0|0|0|0|1|0|522,0.0696|0.9304,0.0056|0.9944,0.015792|0.15167,,,0.015792|0.15167,,,-2843.0024|-2569.7984,,,,,,,
real,108,2,any,hmc_in,2,unsupervised,state,start,21,1.70933,-2.2563|0.6716,-11254.1,0.14517,0.189349,5239,01,True,0.0642857,560,0.204317,4679,0.935714,0.998111,0.127022,0.529247,0.935042,0.06448,0|1|0|0|0|0|1|1|2|555,0|0.568941|0|0|0|0|0.847817|0.868842|1.80827|554.848,0|1|0|0|0|0|1|0|0|522,0.0696|0.9304,0.0056|0.9944,0.015822|0.15169,,,0.015822|0.15169,,,-2843.0024|-2569.7984,,,,,,,
real,108,2,any,hmc_in,0,unsupervised,state-markov,start,19,1.90295,-2.2547|0.6748,-11053.9,0.0981039,0.18954,5239,01,True,0.0642857,560,0.204531,4679,0.935714,0.996963,0.124605,0.500466,0.935324,0.0636562,0|0|1|1|0|1|1|1|1|554,0|0|0.64118|0.65102|0|0.767023|0.801771|0.874203|0.907725|553.656,0|0|0|1|0|1|0|0|1|521,0.0696|0.9304,0.0071|0.9929,0.019515|0.15077,0.015922|0.10725,0.20002|0.39592,0.019515|0.15077,0.015922|0.10725,0.20002|0.39592,-2843.0024|-2569.7984,,,,,,,
real,108,2,any,hmc_in,1,unsupervised,state-markov,start,19,1.78296,-2.2562|0.6730,-11053.5,0.171406,0.18954,5239,01,True,0.0642857,560,0.204531,4679,0.935714,0.997031,0.124699,0.501031,0.935323,0.0623818,0|0|2|0|0|1|1|1|1|554,0|0|1.28395|0|0|0.791403|0.819977|0.874746|0.910428|553.657,0|0|1|0|0|1|0|0|1|521,0.0696|0.9304,0.0070|0.9930,0.019416|0.15071,0.015841|0.10721,0.20001|0.39584,0.019416|0.15071,0.015841|0.10721,0.20001|0.39584,-2843.0024|-2569.7984,,,,,,,
real,108,2,any,hmc_in,2,unsupervised,state-markov,start,20,1.74932,-2.2559|0.6734,-11053.6,0.0432034,0.18954,5239,01,True,0.0642857,560,0.204531,4679,0.935714,0.997017,0.124679,0.500909,0.935324,0.0623878,0|0|2|0|0|1|1|1|1|554,0|0|1.28572|0|0|0.786349|0.816232|0.874629|0.90985|553.657,0|0|1|0|0|1|0|0|1|521,0.0696|0.9304,0.0070|0.9930,0.019437|0.15072,0.015858|0.10722,0.20001|0.39586,0.019437|0.15072,0.015858|0.10722,0.20001|0.39586,-2843.0024|-2569.7984,,,,,,,
real,108,3,ge10,hmc_in,0,oracle,ignorable,,,,,-10556.8,0.0843756,0.116816,5239,012,True,0.0333333,30,0.117297,5209,0.966667,0.999841,0.0665837,0.246079,0.966549,0.0331739,0|0|0|0|0|0|0|0|0|30,0|0|0|0|0|0|0|0|0|29.9952,0|0|0|0|0|0|0|0|0|29,0.1333|0.5667|0.3000,0.1000|0.6001|0.2999,,,,,,,,,,,,,,1:nan:0:0.0000:483|2:0.0000:1:0.0000:458|3:0.0000:2:0.0000:501|4:0.0000:17:0.0359:613|5:0.0000:6:0.0741:324|6:nan:0:0.0471:510|7:0.0000:1:0.0365:576|12:nan:0:0.1502:233|13:nan:0:0.1658:193|16:nan:0:0.0454:485|17:1.0000:1:0.6039:659|24:0.0000:2:0.1897:174
real,108,3,ge10,hmc_in,0,oracle,state,,,,,-11132.3,0.0894181,0.116625,5239,012,True,0.0333333,30,0.117105,5209,0.966667,0.999879,0.0666467,0.293487,0.966556,0.0332125,0|0|0|0|0|0|0|0|0|30,0|0|0|0|0|0|0|0|0|29.9964,0|0|0|0|0|0|0|0|0|29,0.1333|0.5667|0.3000,0.1000|0.6001|0.2999,0.0019052|0.0082907|0.0083141,,,,,,,,,,,,,1:nan:0:0.0000:483|2:0.0000:1:0.0000:458|3:0.0000:2:0.0000:501|4:0.0000:17:0.0359:613|5:0.0000:6:0.0741:324|6:nan:0:0.0471:510|7:0.0000:1:0.0365:576|12:nan:0:0.1502:233|13:nan:0:0.1658:193|16:nan:0:0.0454:485|17:1.0000:1:0.6024:659|24:0.0000:2:0.1897:174
real,108,3,ge10,hmc_in,0,oracle,state-markov,,,,,-11104,0.0888301,0.116625,5239,012,True,0.0333333,30,0.117105,5209,0.966667,0.999889,0.0666511,0.30224,0.966564,0.0332225,0|0|0|0|0|0|0|0|0|30,0|0|0|0|0|0|0|0|0|29.9967,0|0|0|0|0|0|0|0|0|29,0.1333|0.5667|0.3000,0.1000|0.6001|0.2999,0.001867|0.0083451|0.008456,0.0014322|0.0078676|0.0083818,0.23431|0.065087|0.017157,,,,,,,,,,,1:nan:0:0.0000:483|2:0.0000:1:0.0000:458|3:0.0000:2:0.0000:501|4:0.0000:17:0.0359:613|5:0.0000:6:0.0741:324|6:nan:0:0.0471:510|7:0.0000:1:0.0365:576|12:nan:0:0.1502:233|13:nan:0:0.1658:193|16:nan:0:0.0454:485|17:1.0000:1:0.6024:659|24:0.0000:2:0.1897:174
real,108,3,ge10,pmc_pair,0,oracle,ignorable,,,,,-5616.83,0.192749,0.128651,5239,012,True,0,30,0.129391,5209,1,0.998288,0.000126335,0.00174945,0.998288,0.00171159,0|0|0|0|0|0|0|0|0|30,0|0|0|0|0|0|0|0|0|29.9487,0|0|0|0|0|0|0|0|0|30,0.1333|0.5667|0.3000,0.1346|0.5669|0.2985,,,,,,,,,,,,,,1:nan:0:0.0000:483|2:0.0000:1:0.0131:458|3:0.0000:2:0.0000:501|4:0.0000:17:0.0179:613|5:0.0000:6:0.0833:324|6:nan:0:0.0431:510|7:0.0000:1:0.0365:576|12:nan:0:0.0858:233|13:nan:0:0.8135:193|16:nan:0:0.5340:485|17:0.0000:1:0.1851:659|24:0.0000:2:0.1667:174
real,108,3,ge10,pmc_pair,0,oracle,state,,,,,-6197.33,0.16106,0.126169,5239,012,True,0,30,0.126896,5209,1,0.999137,1.72937e-05,0.000868289,0.999137,0.000862621,0|0|0|0|0|0|0|0|0|30,0|0|0|0|0|0|0|0|0|29.9741,0|0|0|0|0|0|0|0|0|30,0.1333|0.5667|0.3000,0.1335|0.5670|0.2995,0.0019052|0.0082907|0.0083141,,,,,,,,,,,,,1:nan:0:0.0000:483|2:0.0000:1:0.0131:458|3:0.0000:2:0.0000:501|4:0.0000:17:0.0179:613|5:0.0000:6:0.0833:324|6:nan:0:0.0431:510|7:0.0000:1:0.0365:576|12:nan:0:0.0858:233|13:nan:0:0.8135:193|16:nan:0:0.5340:485|17:0.0000:1:0.1851:659|24:0.0000:2:0.0920:174
real,108,3,ge10,pmc_pair,0,oracle,state-markov,,,,,-6170.64,0.199684,0.126169,5239,012,True,0,30,0.126896,5209,1,0.999149,1.48437e-05,0.000855919,0.999149,0.000851264,0|0|0|0|0|0|0|0|0|30,0|0|0|0|0|0|0|0|0|29.9745,0|0|0|0|0|0|0|0|0|30,0.1333|0.5667|0.3000,0.1333|0.5671|0.2996,0.001867|0.0083451|0.008456,0.0014322|0.0078676|0.0083818,0.23431|0.065087|0.017157,,,,,,,,,,,1:nan:0:0.0000:483|2:0.0000:1:0.0131:458|3:0.0000:2:0.0000:501|4:0.0000:17:0.0179:613|5:0.0000:6:0.0833:324|6:nan:0:0.0431:510|7:0.0000:1:0.0365:576|12:nan:0:0.0858:233|13:nan:0:0.8135:193|16:nan:0:0.5340:485|17:0.0000:1:0.1851:659|24:0.0000:2:0.0920:174
real,108,3,ge10,hmc_in,0,unsupervised,ignorable,start,17,1.70874,-2.3536|-0.5314|1.2921,-7606.22,0.0804629,0.436534,5239,021,False,0.366667,30,0.436936,5209,0.633333,0.975316,0.700553,2.59746,0.63272,0.341983,0|0|0|0|2|0|0|0|0|28,0|0|0|0|1.32374|0|0|0|0|27.9357,0|0|0|0|1|0|0|0|0|18,0.1333|0.5667|0.3000,0.0663|0.8980|0.0358,,,,,,,-543.9521|-512.6898,,,,,,,
real,108,3,ge10,hmc_in,0,unsupervised,state,ignorable fit,3,0.347522,-2.3554|-0.5408|1.2901,-8144.91,0.135014,0.436725,5239,021,False,0.4,30,0.436936,5209,0.6,0.978286,0.732073,2.74462,0.619617,0.378286,0|0|0|1|0|0|0|1|0|28,0|0|0|0.558225|0|0|0|0.841678|0|27.9487,0|0|0|0|0|0|0|0|0|18,0.1333|0.5667|0.3000,0.0531|0.8985|0.0484,0.0065406|0.012147|0.015806,,,0.0065406|0.012147|0.015806,,,-543.9521|-512.6898,,,,,,,
real,108,3,ge10,hmc_in,0,unsupervised,state-markov,ignorable fit,3,0.395422,-2.3555|-0.5413|1.2899,-8113.73,0.11057,0.436534,5239,021,False,0.366667,30,0.436936,5209,0.633333,0.981036,0.706908,2.66853,0.631957,0.365638,0|0|0|0|0|1|1|0|0|28,0|0|0|0|0|0.730964|0.760039|0|0|27.9401,0|0|0|0|0|1|0|0|0|18,0.1333|0.5667|0.3000,0.0654|0.8983|0.0363,0.0064385|0.012211|0.015757,0.0053628|0.011266|0.012751,0.17243|0.088678|0.20357,0.0064385|0.012211|0.015757,0.0053628|0.011266|0.012751,0.17243|0.088678|0.20357,-543.9521|-512.6898,,,,,,,
real,108,3,ge10,hmc_in,1,unsupervised,ignorable,start,17,1.73713,-2.3526|-0.5257|1.2936,-7606.55,0.113754,0.436343,5239,021,False,0.366667,30,0.436744,5209,0.633333,0.975255,0.70038,2.59611,0.632746,0.341922,0|0|0|0|2|0|0|0|0|28,0|0|0|0|1.32399|0|0|0|0|27.9337,0|0|0|0|1|0|0|0|0|18,0.1333|0.5667|0.3000,0.0663|0.8979|0.0358,,,,,,,-543.9521|-512.6898,,,,,,,
real,108,3,ge10,hmc_in,1,unsupervised,state,ignorable fit,3,0.39487,-2.3549|-0.5377|1.2908,-8145.01,0.102743,0.436725,5239,021,False,0.4,30,0.436936,5209,0.6,0.978211,0.731889,2.74442,0.619672,0.378211,0|0|0|1|0|0|0|1|0|28,0|0|0|0.557228|0|0|0|0.841124|0|27.948,0|0|0|0|0|0|0|0|0|18,0.1333|0.5667|0.3000,0.0532|0.8985|0.0483,0.0065461|0.012132|0.01582,,,0.0065461|0.012132|0.01582,,,-543.9521|-512.6898,,,,,,,
real,108,3,ge10,hmc_in,1,unsupervised,state-markov,ignorable fit,3,0.310009,-2.3549|-0.5382|1.2906,-8113.83,0.131656,0.436534,5239,021,False,0.366667,30,0.436936,5209,0.633333,0.980994,0.706811,2.66847,0.631973,0.365598,0|0|0|0|0|1|1|0|0|28,0|0|0|0|0|0.730939|0.759625|0|0|27.9392,0|0|0|0|0|1|0|0|0|18,0.1333|0.5667|0.3000,0.0655|0.8982|0.0363,0.006445|0.012196|0.015771,0.00537|0.011251|0.012762,0.17216|0.088757|0.20358,0.006445|0.012196|0.015771,0.00537|0.011251|0.012762,0.17216|0.088757|0.20358,-543.9521|-512.6898,,,,,,,
real,108,3,ge10,hmc_in,2,unsupervised,ignorable,start,17,1.72158,-2.3534|-0.5304|1.2924,-7606.28,0.0810668,0.436534,5239,021,False,0.366667,30,0.436936,5209,0.633333,0.975306,0.700523,2.5972,0.632725,0.341973,0|0|0|0|2|0|0|0|0|28,0|0|0|0|1.32379|0|0|0|0|27.9354,0|0|0|0|1|0|0|0|0|18,0.1333|0.5667|0.3000,0.0663|0.8980|0.0358,,,,,,,-543.9521|-512.6898,,,,,,,
