setting,subject,K,rule,model,start,fit,mechanism,start_from,n_iter,fit_s,state_means,ll,classify_s,err_all,n_all,perm,perm_identity,err_missing,n_missing,err_observed,n_observed,acc_missing,conf_missing,brier_missing,logloss_missing,p_true_missing,ece_missing,rel_n,rel_conf,rel_correct,share_true_missing,share_post_missing,mech_rates,mech_onset,mech_persistence,sorted_rates,sorted_onset,sorted_persistence,ll_mask_common,mask,r,M,mask_rates,mask_onset,mask_persistence,err_by_activity
real,102,3,ge10,hmc_in,1,unsupervised,state-markov,ignorable fit,3,0.378807,-2.4125|-0.7841|0.9663,-8629.66,0.104463,0.385915,5268,021,False,0.710692,159,0.375807,5109,0.289308,0.996716,1.40956,5.62599,0.292032,0.707408,0|0|0|0|0|0|0|0|0|159,0|0|0|0|0|0|0|0|0|158.478,0|0|0|0|0|0|0|0|0|46,0.0000|0.2893|0.7107,0.0000|0.9967|0.0033,0.0005634|0.0017189|0.034252,0.00050427|0.0012447|0.028379,0.10546|0.2771|0.19985,0.0005634|0.0017189|0.034252,0.00050427|0.0012447|0.028379,0.10546|0.2771|0.19985,-838.0507|-782.2845,,,,,,,
real,102,3,ge10,hmc_in,2,unsupervised,ignorable,start,11,1.29339,-2.4103|-0.7759|0.9674,-7916.62,0.085228,0.385535,5268,021,False,0.710692,159,0.375416,5109,0.289308,0.995422,1.40765,3.99292,0.291639,0.706114,0|0|0|0|0|0|0|0|0|159,0|0|0|0|0|0|0|0|0|158.272,0|0|0|0|0|0|0|0|0|46,0.0000|0.2893|0.7107,0.0000|0.9954|0.0046,,,,,,,-838.0507|-782.2845,,,,,,,
real,102,3,ge10,hmc_in,2,unsupervised,state,ignorable fit,4,0.536974,-2.4127|-0.7847|0.9665,-8668.97,0.112674,0.386295,5268,021,False,0.710692,159,0.376199,5109,0.289308,0.999927,1.42118,6.79654,0.289335,0.710619,0|0|0|0|0|0|0|0|0|159,0|0|0|0|0|0|0|0|0|158.988,0|0|0|0|0|0|0|0|0|46,0.0000|0.2893|0.7107,0.0000|0.9999|0.0001,0.00050824|0.00099457|0.034606,,,0.00050824|0.00099457|0.034606,,,-838.0507|-782.2845,,,,,,,
real,102,3,ge10,hmc_in,2,unsupervised,state-markov,ignorable fit,3,0.375827,-2.4123|-0.7846|0.9661,-8629.65,0.0996628,0.385725,5268,021,False,0.710692,159,0.375612,5109,0.289308,0.996667,1.40938,5.62165,0.292076,0.707359,0|0|0|0|0|0|0|0|0|159,0|0|0|0|0|0|0|0|0|158.47,0|0|0|0|0|0|0|0|0|46,0.0000|0.2893|0.7107,0.0000|0.9967|0.0033,0.00056317|0.0017171|0.034242,0.00050405|0.0012417|0.028371,0.10548|0.2781|0.19982,0.00056317|0.0017171|0.034242,0.00050405|0.0012417|0.028371,0.10548|0.2781|0.19982,-838.0507|-782.2845,,,,,,,
real,102,3,ge10,hmc_in,0,unsupervised,state,start,11,1.35255,-2.4099|-0.7609|0.9718,-8669.46,0.115409,0.386674,5268,021,False,0.710692,159,0.37659,5109,0.289308,0.999962,1.42128,7.26474,0.289322,0.710654,0|0|0|0|0|0|0|0|0|159,0|0|0|0|0|0|0|0|0|158.994,0|0|0|0|0|0|0|0|0|46,0.0000|0.2893|0.7107,0.0000|1.0000|0.0000,0.00050864|0.00053843|0.035068,,,0.00050864|0.00053843|0.035068,,,-838.0507|-782.2845,,,,,,,
real,102,3,ge10,hmc_in,1,unsupervised,state,start,12,1.43342,-2.4103|-0.7593|0.9722,-8669.53,0.0967582,0.386674,5268,021,False,0.710692,159,0.37659,5109,0.289308,0.999959,1.42127,7.20617,0.289323,0.710651,0|0|0|0|0|0|0|0|0|159,0|0|0|0|0|0|0|0|0|158.993,0|0|0|0|0|0|0|0|0|46,0.0000|0.2893|0.7107,0.0000|1.0000|0.0000,0.00050885|0.00059292|0.035075,,,0.00050885|0.00059292|0.035075,,,-838.0507|-782.2845,,,,,,,
real,102,3,ge10,hmc_in,2,unsupervised,state,start,11,1.32511,-2.4097|-0.7613|0.9716,-8669.46,0.0977537,0.386674,5268,021,False,0.710692,159,0.37659,5109,0.289308,0.999963,1.42128,7.27852,0.289322,0.710655,0|0|0|0|0|0|0|0|0|159,0|0|0|0|0|0|0|0|0|158.994,0|0|0|0|0|0|0|0|0|46,0.0000|0.2893|0.7107,0.0000|1.0000|0.0000,0.00050844|0.0005254|0.035064,,,0.00050844|0.0005254|0.035064,,,-838.0507|-782.2845,,,,,,,
real,102,3,ge10,hmc_in,0,unsupervised,state-markov,start,11,1.34285,-2.4100|-0.7665|0.9705,-8628.85,0.114677,0.384776,5268,021,False,0.647799,159,0.37659,5109,0.352201,0.977685,1.28007,5.23484,0.342408,0.65419,0|0|0|0|0|4|3|6|0|146,0|0|0|0|0|2.70387|2.3307|5.01401|0|145.403,0|0|0|0|0|4|0|6|0|46,0.0000|0.2893|0.7107,0.0000|0.9435|0.0565,0.00056508|0.0037742|0.032814,0.00050628|0.0010035|0.028651,0.10456|0.73511|0.15552,0.00056508|0.0037742|0.032814,0.00050628|0.0010035|0.028651,0.10456|0.73511|0.15552,-838.0507|-782.2845,,,,,,,
real,102,3,ge10,hmc_in,1,unsupervised,state-markov,start,12,1.52762,-2.4104|-0.7653|0.9709,-8628.9,0.137939,0.384966,5268,021,False,0.647799,159,0.376786,5109,0.352201,0.977499,1.28087,5.23882,0.341939,0.65474,0|0|0|0|0|4|3|6|0|146,0|0|0|0|0|2.68071|2.34749|4.97864|0|145.416,0|0|0|0|0|4|0|6|0|46,0.0000|0.2893|0.7107,0.0000|0.9440|0.0560,0.00056534|0.0037729|0.032856,0.00050655|0.0010151|0.028665,0.10451|0.73196|0.15621,0.00056534|0.0037729|0.032856,0.00050655|0.0010151|0.028665,0.10451|0.73196|0.15621,-838.0507|-782.2845,,,,,,,
real,102,3,ge10,hmc_in,2,unsupervised,state-markov,start,11,1.36761,-2.4098|-0.7667|0.9704,-8628.86,0.0981109,0.384586,5268,021,False,0.647799,159,0.376395,5109,0.352201,0.977736,1.27982,5.23312,0.342554,0.654016,0|0|0|0|0|4|3|6|0|146,0|0|0|0|0|2.7109|2.32518|5.02483|0|145.399,0|0|0|0|0|4|0|6|0|46,0.0000|0.2893|0.7107,0.0000|0.9433|0.0567,0.00056487|0.0037736|0.0328,0.00050608|0.00099982|0.028645,0.10459|0.73605|0.15532,0.00056487|0.0037736|0.0328,0.00050608|0.00099982|0.028645,0.10459|0.73605|0.15532,-838.0507|-782.2845,,,,,,,
real,102,3,any,hmc_in,0,oracle,ignorable,,,,,-10128.1,0.0807022,0.129841,5268,012,True,0.02133,797,0.149184,4471,0.97867,0.996877,0.0377861,0.13366,0.978733,0.0185543,0|0|0|1|1|1|3|1|3|787,0|0|0|0.584914|0.638438|0.713485|2.30717|0.861584|2.7406|786.665,0|0|0|0|0|0|2|1|1|776,0.0188|0.3701|0.6110,0.0159|0.3764|0.6077,,,,,,,,,,,,,,1:1.0000:1:0.0513:468|2:0.5000:2:0.0494:445|3:0.3333:3:0.0177:509|4:0.0000:286:0.0274:365|5:0.0000:101:0.0964:83|6:0.0000:1:0.0419:501|7:0.0107:280:0.0857:315|12:0.0000:1:0.0954:346|13:1.0000:5:1.0000:300|16:0.0000:2:0.0655:412|17:0.2222:9:0.2799:568|24:0.0377:106:0.1698:159
real,102,3,any,hmc_in,0,oracle,state,,,,,-12354.6,0.0921965,0.18508,5268,012,True,0.34128,797,0.157236,4471,0.65872,0.981518,0.650811,3.57262,0.661315,0.328876,0|0|5|4|2|9|12|10|14|741,0|0|2.57771|2.22815|1.31|6.24375|9.20659|8.34933|12.6678|739.686,0|0|5|2|0|5|1|1|9|502,0.0188|0.3701|0.6110,0.0136|0.0625|0.9239,0.0075291|0.13293|0.46613,,,,,,,,,,,,,1:1.0000:1:0.0513:468|2:0.5000:2:0.0494:445|3:0.3333:3:0.0177:509|4:0.8986:286:0.4795:365|5:0.0000:101:0.0964:83|6:0.0000:1:0.0439:501|7:0.0179:280:0.1524:315|12:0.0000:1:0.0983:346|13:0.4000:5:0.5033:300|16:0.0000:2:0.0655:412|17:0.2222:9:0.2746:568|24:0.0283:106:0.1698:159
real,102,3,any,hmc_in,0,oracle,state-markov,,,,,-12192.2,0.0612365,0.183941,5268,012,True,0.336261,797,0.156788,4471,0.663739,0.980714,0.639128,2.75055,0.666008,0.316975,0|0|0|4|9|8|12|13|17|734,0|0|0|2.21372|5.73645|5.64775|9.17158|10.9898|15.4502|732.42,0|0|0|2|4|5|5|6|3|504,0.0188|0.3701|0.6110,0.0139|0.0627|0.9234,0.0077346|0.13289|0.46605,0.0075644|0.072239|0.42842,0.029561|0.52862|0.50917,,,,,,,,,,,1:1.0000:1:0.0513:468|2:0.5000:2:0.0494:445|3:0.3333:3:0.0177:509|4:0.8916:286:0.5151:365|5:0.0000:101:0.0964:83|6:0.0000:1:0.0439:501|7:0.0107:280:0.1079:315|12:0.0000:1:0.0983:346|13:0.4000:5:0.5000:300|16:0.0000:2:0.0655:412|17:0.2222:9:0.2746:568|24:0.0283:106:0.1698:159
real,102,3,any,pmc_pair,0,oracle,ignorable,,,,,-6244.87,0.209986,0.0922551,5268,012,True,0.0125471,797,0.106464,4471,0.987453,0.986897,0.018164,0.0438282,0.980662,0.00453654,0|0|0|3|5|8|3|9|8|761,0|0|0|1.69824|3.21342|5.63305|2.25514|7.53218|7.22993|758.995,0|0|0|1|4|5|2|8|8|759,0.0188|0.3701|0.6110,0.0226|0.3702|0.6072,,,,,,,,,,,,,,1:0.0000:1:0.0000:468|2:0.0000:2:0.0000:445|3:0.0000:3:0.0000:509|4:0.0000:286:0.0247:365|5:0.0000:101:0.0964:83|6:0.0000:1:0.0439:501|7:0.0036:280:0.0635:315|12:0.0000:1:0.0694:346|13:1.0000:5:0.9700:300|16:0.0000:2:0.0631:412|17:0.1111:9:0.0880:568|24:0.0283:106:0.1635:159
real,102,3,any,pmc_pair,0,oracle,state,,,,,-8341.82,0.198417,0.143888,5268,012,True,0.355082,797,0.10624,4471,0.644918,0.987803,0.693672,3.866,0.644593,0.348919,0|0|5|4|0|6|4|5|9|764,0|0|2.59527|2.22|0|4.25796|3.13657|4.14646|8.15609|762.767,0|0|5|2|0|2|2|1|3|499,0.0188|0.3701|0.6110,0.0173|0.0380|0.9447,0.0075291|0.13293|0.46613,,,,,,,,,,,,,1:0.0000:1:0.0000:468|2:0.5000:2:0.0090:445|3:0.0000:3:0.0000:509|4:0.9580:286:0.6548:365|5:0.0000:101:0.0964:83|6:0.0000:1:0.0439:501|7:0.0179:280:0.1619:315|12:0.0000:1:0.0838:346|13:0.0000:5:0.0633:300|16:0.0000:2:0.0680:412|17:0.1111:9:0.0880:568|24:0.0189:106:0.1572:159
real,102,3,any,pmc_pair,0,oracle,state-markov,,,,,-8189.15,0.223048,0.155277,5268,012,True,0.361355,797,0.118542,4471,0.638645,0.98571,0.693123,3.37821,0.643269,0.347065,0|0|4|6|4|3|5|4|12|759,0|0|2.0577|3.43138|2.5655|2.12871|3.84457|3.34898|10.9506|757.284,0|0|2|2|1|0|1|1|3|499,0.0188|0.3701|0.6110,0.0177|0.0346|0.9477,0.0077346|0.13289|0.46605,0.0075644|0.072239|0.42842,0.029561|0.52862|0.50917,,,,,,,,,,,1:0.0000:1:0.0000:468|2:0.5000:2:0.0090:445|3:0.0000:3:0.0000:509|4:0.9755:286:0.8466:365|5:0.0000:101:0.0964:83|6:0.0000:1:0.0439:501|7:0.0179:280:0.1587:315|12:0.0000:1:0.0694:346|13:0.0000:5:0.0400:300|16:0.0000:2:0.0631:412|17:0.1111:9:0.0880:568|24:0.0189:106:0.1572:159
real,102,3,any,hmc_in,0,unsupervised,ignorable,start,11,1.2282,-2.4129|-0.8393|0.9090,-7161.65,0.123941,0.382118,5268,021,False,0.629862,797,0.337956,4471,0.370138,0.980701,1.22091,3.05001,0.371848,0.611445,0|0|2|0|1|0|1|1|36|756,0|0|1.02785|0|0.648557|0|0.760168|0.842983|32.5768|745.762,0|0|1|0|1|0|0|0|18|275,0.0188|0.3701|0.6110,0.0023|0.9674|0.0303,,,,,,,-2971.6047|-2475.1117,,,,,,,
real,102,3,any,hmc_in,0,unsupervised,state,ignorable fit,5,0.531924,-2.4146|-0.8231|0.9169,-9719.14,0.105235,0.385915,5268,021,False,0.628607,797,0.342653,4471,0.371393,0.996626,1.25178,5.16876,0.371629,0.625233,0|0|0|1|3|0|0|2|3|788,0|0|0|0.565888|1.83832|0|0|1.71396|2.74649|787.446,0|0|0|0|0|0|0|0|2|294,0.0188|0.3701|0.6110,0.0013|0.9870|0.0117,0.0017468|0.017052|0.18156,,,0.0017468|0.017052|0.18156,,,-2971.6047|-2475.1117,,,,,,,
real,102,3,any,hmc_in,0,unsupervised,state-markov,ignorable fit,4,0.49684,-2.4148|-0.8428|0.9098,-9417.01,0.115803,0.384586,5268,021,False,0.628607,797,0.341087,4471,0.371393,0.996702,1.25139,4.59239,0.371526,0.62566,0|0|0|0|1|2|1|1|4|788,0|0|0|0|0.649007|1.39968|0.785613|0.860189|3.66249|787.014,0|0|0|0|0|0|0|1|2|293,0.0188|0.3701|0.6110,0.0013|0.9855|0.0133,0.0018199|0.021968|0.17977,0.0013835|0.0196|0.11022,0.2412|0.12741|0.49712,0.0018199|0.021968|0.17977,0.0013835|0.0196|0.11022,0.2412|0.12741|0.49712,-2971.6047|-2475.1117,,,,,,,
real,102,3,any,hmc_in,1,unsupervised,ignorable,start,12,1.54264,-2.4133|-0.8393|0.9091,-7161.65,0.106938,0.381929,5268,021,False,0.629862,797,0.337732,4471,0.370138,0.980793,1.22112,3.05407,0.371831,0.611537,0|0|2|0|1|0|1|1|36|756,0|0|1.02755|0|0.648322|0|0.759665|0.842503|32.5912|745.822,0|0|1|0|1|0|0|0|18|275,0.0188|0.3701|0.6110,0.0023|0.9675|0.0302,,,,,,,-2971.6047|-2475.1117,,,,,,,
real,102,3,any,hmc_in,1,unsupervised,state,ignorable fit,5,0.610244,-2.4146|-0.8228|0.9169,-9719.13,0.105181,0.385915,5268,021,False,0.628607,797,0.342653,4471,0.371393,0.996632,1.25179,5.1691,0.371628,0.625239,0|0|0|1|3|0|0|2|3|788,0|0|0|0.566968|1.84066|0|0|1.71472|2.74676|787.446,0|0|0|0|0|0|0|0|2|294,0.0188|0.3701|0.6110,0.0013|0.9870|0.0117,0.0017458|0.017065|0.18157,,,0.0017458|0.017065|0.18157,,,-2971.6047|-2475.1117,,,,,,,
real,102,3,any,hmc_in,1,unsupervised,state-markov,ignorable fit,4,0.477304,-2.4149|-0.8426|0.9099,-9417,0.147755,0.384586,5268,021,False,0.628607,797,0.341087,4471,0.371393,0.996708,1.2514,4.59355,0.371525,0.625666,0|0|0|0|1|2|1|1|4|788,0|0|0|0|0.650233|1.40104|0.786476|0.86012|3.66307|787.015,0|0|0|0|0|0|0|1|2|293,0.0188|0.3701|0.6110,0.0013|0.9854|0.0133,0.0018191|0.021977|0.17979,0.0013827|0.019609|0.11023,0.24131|0.12735|0.49714,0.0018191|0.021977|0.17979,0.0013827|0.019609|0.11023,0.24131|0.12735|0.49714,-2971.6047|-2475.1117,,,,,,,
real,102,3,any,hmc_in,2,unsupervised,ignorable,start,11,1.36674,-2.4127|-0.8390|0.9090,-7161.68,0.103735,0.382118,5268,021,False,0.629862,797,0.337956,4471,0.370138,0.980666,1.22083,3.0485,0.371853,0.61141,0|0|2|0|1|0|1|1|36|756,0|0|1.02796|0|0.648593|0|0.760688|0.843069|32.5712|745.739,0|0|1|0|1|0|0|0|18|275,0.0188|0.3701|0.6110,0.0023|0.9674|0.0303,,,,,,,-2971.6047|-2475.1117,,,,,,,
real,102,3,any,hmc_in,2,unsupervised,state,ignorable fit,5,0.614941,-2.4145|-0.8230|0.9169,-9719.14,0.127492,0.385915,5268,021,False,0.628607,797,0.342653,4471,0.371393,0.996625,1.25178,5.16865,0.371629,0.625233,0|0|0|1|3|0|0|2|3|788,0|0|0|0.565776|1.83812|0|0|1.71389|2.74641|787.446,0|0|0|0|0|0|0|0|2|294,0.0188|0.3701|0.6110,0.0013|0.9870|0.0117,0.0017475|0.01705|0.18156,,,0.0017475|0.01705|0.18156,,,-2971.6047|-2475.1117,,,,,,,
real,102,3,any,hmc_in,2,unsupervised,state-markov,ignorable fit,4,0.518918,-2.4148|-0.8428|0.9099,-9417.01,0.146026,0.384396,5268,021,False,0.628607,797,0.340863,4471,0.371393,0.996701,1.25138,4.59197,0.371526,0.625659,0|0|0|0|1|2|1|1|4|788,0|0|0|0|0.648857|1.39963|0.785484|0.8602|3.66239|787.014,0|0|0|0|0|0|0|1|2|293,0.0188|0.3701|0.6110,0.0013|0.9855|0.0133,0.0018206|0.021968|0.17977,0.0013842|0.019599|0.11022,0.24111|0.12744|0.49712,0.0018206|0.021968|0.17977,0.0013842|0.019599|0.11022,0.24111|0.12744|0.49712,-2971.6047|-2475.1117,,,,,,,
real,102,3,any,hmc_in,0,unsupervised,state,start,10,1.23828,-2.4093|-0.7697|0.9303,-9719.32,0.10781,0.387813,5268,021,False,0.628607,797,0.344889,4471,0.371393,0.99716,1.25232,5.19597,0.371553,0.625767,0|0|0|0|1|3|0|0|4|789,0|0|0|0|0.660661|2.10343|0|0|3.59592|788.376,0|0|0|0|0|0|0|0|2|294,0.0188|0.3701|0.6110,0.0014|0.9863|0.0123,0.0019579|0.017754|0.18416,,,0.0019579|0.017754|0.18416,,,-2971.6047|-2475.1117,,,,,,,
real,102,3,any,hmc_in,1,unsupervised,state,start,11,1.38268,-2.4097|-0.7641|0.9318,-9719.45,0.106176,0.387623,5268,021,False,0.628607,797,0.344666,4471,0.371393,0.997256,1.25243,5.20423,0.371542,0.625864,0|0|0|0|0|3|1|0|4|789,0|0|0|0|0|2.08877|0.737703|0|3.61004|788.377,0|0|0|0|0|0|0|0|2|294,0.0188|0.3701|0.6110,0.0013|0.9862|0.0124,0.001937|0.018053|0.18446,,,0.001937|0.018053|0.18446,,,-2971.6047|-2475.1117,,,,,,,
real,102,3,any,hmc_in,2,unsupervised,state,start,10,1.14196,-2.4089|-0.7698|0.9302,-9719.39,0.0829326,0.387813,5268,021,False,0.628607,797,0.344889,4471,0.371393,0.997142,1.2523,5.19365,0.371553,0.625749,0|0|0|0|1|3|0|0|4|789,0|0|0|0|0.659756|2.09353|0|0|3.59288|788.376,0|0|0|0|0|0|0|0|2|294,0.0188|0.3701|0.6110,0.0014|0.9864|0.0123,0.0019696|0.017698|0.18413,,,0.0019696|0.017698|0.18413,,,-2971.6047|-2475.1117,,,,,,,
real,102,3,any,hmc_in,0,unsupervised,state-markov,start,10,1.29048,-2.4107|-0.8062|0.9196,-9417.54,0.0988168,0.385535,5268,021,False,0.628607,797,0.342205,4471,0.371393,0.997053,1.25195,4.67127,0.371457,0.62566,0|0|0|0|0|1|2|2|3|789,0|0|0|0|0|0.711613|1.49224|1.68564|2.74817|788.014,0|0|0|0|0|0|0|1|2|293,0.0188|0.3701|0.6110,0.0013|0.9852|0.0135,0.0019056|0.021705|0.18183,0.0014505|0.019727|0.11143,0.24026|0.11085|0.49858,0.0019056|0.021705|0.18183,0.0014505|0.019727|0.11143,0.24026|0.11085|0.49858,-2971.6047|-2475.1117,,,,,,,
real,102,3,any,hmc_in,1,unsupervised,state-markov,start,11,1.30341,-2.4112|-0.8037|0.9204,-9417.54,0.118418,0.385535,5268,021,False,0.628607,797,0.342205,4471,0.371393,0.997113,1.25205,4.68977,0.371448,0.625721,0|0|0|0|0|1|2|2|3|789,0|0|0|0|0|0.72248|1.50407|1.69237|2.75124|788.029,0|0|0|0|0|0|0|1|2|293,0.0188|0.3701|0.6110,0.0013|0.9852|0.0135,0.0018958|0.02175|0.18201,0.0014402|0.019811|0.11153,0.24175|0.10894|0.49877,0.0018958|0.02175|0.18201,0.0014402|0.019811|0.11153,0.24175|0.10894|0.49877,-2971.6047|-2475.1117,,,,,,,
real,102,3,any,hmc_in,2,unsupervised,state-markov,start,10,1.26401,-2.4102|-0.8063|0.9195,-9417.61,0.123686,0.385535,5268,021,False,0.628607,797,0.342205,4471,0.371393,0.997037,1.25192,4.66593,0.37146,0.625644,0|0|0|0|0|1|2|2|3|789,0|0|0|0|0|0.70872|1.48945|1.68378|2.74698|788.009,0|0|0|0|0|0|0|1|2|293,0.0188|0.3701|0.6110,0.0013|0.9852|0.0135,0.0019142|0.02169|0.18179,0.0014586|0.019703|0.11142,0.23945|0.11129|0.49854,0.0019142|0.02169|0.18179,0.0014586|0.019703|0.11142,0.23945|0.11129|0.49854,-2971.6047|-2475.1117,,,,,,,
real,108,2,ge10,hmc_in,0,oracle,ignorable,,,,,-11466.1,0.0522877,0.106127,5239,01,True,0.0333333,30,0.106546,5209,0.966667,0.999929,0.0663975,0.206818,0.966731,0.0332626,0|0|0|0|0|0|0|0|0|30,0|0|0|0|0|0|0|0|0|29.9979,0|0|0|0|0|0|0|0|0|29,0.1333|0.8667,0.1001|0.8999,,,,,,,,,,,,,,1:nan:0:0.0000:483|2:0.0000:1:0.0000:458|3:0.0000:2:0.0000:501|4:0.0000:17:0.0375:613|5:0.0000:6:0.0679:324|6:nan:0:0.0490:510|7:0.0000:1:0.0365:576|12:nan:0:0.1545:233|13:nan:0:0.1865:193|16:nan:0:0.0763:485|17:1.0000:1:0.5129:659|24:0.0000:2:0.0977:174
real,108,2,ge10,hmc_in,0,oracle,state,,,,,-12041.7,0.0844243,0.106318,5239,01,True,0.0333333,30,0.106738,5209,0.966667,0.999983,0.066603,0.254913,0.966682,0.0333166,0|0|0|0|0|0|0|0|0|30,0|0|0|0|0|0|0|0|0|29.9995,0|0|0|0|0|0|0|0|0|29,0.1333|0.8667,0.1000|0.9000,0.0019052|0.0082974,,,,,,,,,,,,,1:nan:0:0.0000:483|2:0.0000:1:0.0000:458|3:0.0000:2:0.0000:501|4:0.0000:17:0.0375:613|5:0.0000:6:0.0679:324|6:nan:0:0.0490:510|7:0.0000:1:0.0365:576|12:nan:0:0.1545:233|13:nan:0:0.1865:193|16:nan:0:0.0784:485|17:1.0000:1:0.5129:659|24:0.0000:2:0.0977:174
real,108,2,ge10,hmc_in,0,oracle,state-markov,,,,,-12017.4,0.0611166,0.106318,5239,01,True,0.0333333,30,0.106738,5209,0.966667,0.999988,0.0666194,0.264821,0.966678,0.0333209,0|0|0|0|0|0|0|0|0|30,0|0|0|0|0|0|0|0|0|29.9996,0|0|0|0|0|0|0|0|0|29,0.1333|0.8667,0.1000|0.9000,0.001867|0.0083393,0.0014322|0.0080445,0.23431|0.043391,,,,,,,,,,,1:nan:0:0.0000:483|2:0.0000:1:0.0000:458|3:0.0000:2:0.0000:501|4:0.0000:17:0.0375:613|5:0.0000:6:0.0679:324|6:nan:0:0.0490:510|7:0.0000:1:0.0365:576|12:nan:0:0.1545:233|13:nan:0:0.1865:193|16:nan:0:0.0784:485|17:1.0000:1:0.5129:659|24:0.0000:2:0.0977:174
real,108,2,ge10,pmc_pair,0,oracle,ignorable,,,,,-5624.6,0.10397,0.139149,5239,01,True,0.0333333,30,0.139758,5209,0.966667,0.994223,0.0462843,0.059916,0.97201,0.0279899,0|0|0|0|0|0|1|0|0|29,0|0|0|0|0|0|0.833201|0|0|28.9935,0|0|0|0|0|0|0|0|0|29,0.1333|0.8667,0.1058|0.8942,,,,,,,,,,,,,,1:nan:0:0.0000:483|2:0.0000:1:0.0000:458|3:0.0000:2:0.0000:501|4:0.0000:17:0.0000:613|5:0.0000:6:0.0833:324|6:nan:0:0.0431:510|7:0.0000:1:0.0365:576|12:nan:0:0.1288:233|13:nan:0:0.1503:193|16:nan:0:0.0454:485|17:1.0000:1:0.8513:659|24:0.0000:2:0.0920:174
real,108,2,ge10,pmc_pair,0,oracle,state,,,,,-6204.38,0.172471,0.140676,5239,01,True,0.0333333,30,0.141294,5209,0.966667,0.996653,0.0541713,0.0772919,0.969892,0.0301082,0|0|0|0|0|0|0|0|1|29,0|0|0|0|0|0|0|0|0.901425|28.9982,0|0|0|0|0|0|0|0|0|29,0.1333|0.8667,0.1033|0.8967,0.0019052|0.0082974,,,,,,,,,,,,,1:nan:0:0.0000:483|2:0.0000:1:0.0000:458|3:0.0000:2:0.0000:501|4:0.0000:17:0.0131:613|5:0.0000:6:0.0833:324|6:nan:0:0.0431:510|7:0.0000:1:0.0365:576|12:nan:0:0.1288:233|13:nan:0:0.1503:193|16:nan:0:0.0454:485|17:1.0000:1:0.8513:659|24:0.0000:2:0.0920:174
real,108,2,ge10,pmc_pair,0,oracle,state-markov,,,,,-6180.67,0.184491,0.140676,5239,01,True,0.0333333,30,0.141294,5209,0.966667,0.997798,0.0583023,0.0912378,0.968787,0.0312131,0|0|0|0|0|0|0|0|1|29,0|0|0|0|0|0|0|0|0.935165|28.9988,0|0|0|0|0|0|0|0|0|29,0.1333|0.8667,0.1022|0.8978,0.001867|0.0083393,0.0014322|0.0080445,0.23431|0.043391,,,,,,,,,,,1:nan:0:0.0000:483|2:0.0000:1:0.0000:458|3:0.0000:2:0.0000:501|4:0.0000:17:0.0131:613|5:0.0000:6:0.0833:324|6:nan:0:0.0431:510|7:0.0000:1:0.0365:576|12:nan:0:0.1288:233|13:nan:0:0.1503:193|16:nan:0:0.0454:485|17:1.0000:1:0.8513:659|24:0.0000:2:0.0920:174
real,108,2,ge10,hmc_in,0,unsupervised,ignorable,start,19,2.09557,-2.2308|0.7578,-9759.46,0.116134,0.188204,5239,01,True,0.0666667,30,0.188904,5209,0.933333,0.97677,0.104733,0.28395,0.931848,0.043437,0|0|0|2|0|0|0|0|0|28,0|0|0|1.33194|0|0|0|0|0|27.9712,0|0|0|1|0|0|0|0|0|27,0.1333|0.8667,0.0670|0.9330,,,,,,,-543.9521|-512.6898,,,,,,,
real,108,2,ge10,hmc_in,0,unsupervised,state,ignorable fit,3,0.354105,-2.2347|0.7535,-10300.1,0.0781166,0.188395,5239,01,True,0.1,30,0.188904,5209,0.9,0.978629,0.132633,0.337014,0.92026,0.078629,1|0|0|0|0|0|1|0|0|28,0.540089|0|0|0|0|0|0.835992|0|0|27.9828,0|0|0|0|0|0|0|0|0|27,0.1333|0.8667,0.0546|0.9454,0.0080952|0.014305,,,0.0080952|0.014305,,,-543.9521|-512.6898,,,,,,,
real,108,2,ge10,hmc_in,0,unsupervised,state-markov,ignorable fit,3,0.347766,-2.2346|0.7535,-10269.4,0.12293,0.188395,5239,01,True,0.1,30,0.188904,5209,0.9,0.976879,0.128244,0.328601,0.921938,0.0768788,1|0|0|0|0|0|1|0|0|28,0.508397|0|0|0|0|0|0.816307|0|0|27.9817,0|0|0|0|0|0|0|0|0|27,0.1333|0.8667,0.0563|0.9437,0.0081045|0.014337,0.0072301|0.011868,0.11512|0.18408,0.0081045|0.014337,0.0072301|0.011868,0.11512|0.18408,-543.9521|-512.6898,,,,,,,
real,108,2,ge10,hmc_in,1,unsupervised,ignorable,start,18,1.80225,-2.2296|0.7591,-9759.72,0.116229,0.188204,5239,01,True,0.0666667,30,0.188904,5209,0.933333,0.976771,0.104722,0.283975,0.931855,0.0434373,0|0|0|2|0|0|0|0|0|28,0|0|0|1.33192|0|0|0|0|0|27.9712,0|0|0|1|0|0|0|0|0|27,0.1333|0.8667,0.0670|0.9330,,,,,,,-543.9521|-512.6898,,,,,,,
real,108,2,ge10,hmc_in,1,unsupervised,state,ignorable fit,3,0.311605,-2.2339|0.7543,-10300.2,0.0833492,0.188395,5239,01,True,0.1,30,0.188904,5209,0.9,0.978612,0.132587,0.336975,0.920278,0.0786122,1|0|0|0|0|0|1|0|0|28,0.539781|0|0|0|0|0|0.835777|0|0|27.9828,0|0|0|0|0|0|0|0|0|27,0.1333|0.8667,0.0546|0.9454,0.0081014|0.014305,,,0.0081014|0.014305,,,-543.9521|-512.6898,,,,,,,
